titulo,url,texto,fecha,autor,medio,pais
Suspenden contratos de trabajadores de Migración Colombia tras decisión de EE. UU.,https://www.elheraldo.co/colombia/2025/02/04/suspenden-contratos-de-trabajadores-de-migracion-colombia-tras-decision-de-ee-uu/,"La suspensión de la asistencia extranjera por 90 días, ordenada por el presidente de Estados Unidos, Donald Trump, ha tenido repercusiones en Colombia. Como resultado, 186 contratos de trabajadores de Migración Colombia fueron suspendidos debido a la falta de financiación de un programa de atención a migrantes venezolanos.
El programa Visibles, administrado en Colombia por la Organización Internacional para las Migraciones ( OIM ), quedó paralizado el pasado 20 de enero tras la orden ejecutiva firmada por Trump , que detuvo la cooperación internacional con excepción de Israel y Egipto.
La OIM tenía un contrato con Migración Colombia para ejecutar este programa, cuya finalidad era la asistencia a la población migrante venezolana . Según cifras oficiales, a finales del año pasado se registraban más de 2.800.000 venezolanos en el país.
Con la suspensión del financiamiento, los contratos de los 186 funcionarios que trabajaban en distintos puntos del país quedaron en el aire. De este grupo, más de 56 se encontraban en Bogotá. La interrupción del programa generó inquietud en la Alcaldía de la capital, que denunció el cierre de las oficinas del programa en los SuperCADE sin una notificación previa.",2025-02-04T00:39:44Z,Redacción ELHERALDO.CO,El Heraldo,Colombia
Venezuela confirma “deportación” de Alex Saab por “estar incurso en delitos” en Estados Unidos,https://www.elheraldo.co/internacional/2026/05/16/alex-saab-seria-extraditado-a-una-carcel-de-miami-estados-unidos-segun-medios-venezolanos/,"Luego de que medios venezolanos informaran que en las próximas horas Alex Saab será extraditado a una cárcel de Miami, el Servicio Administrativo de Identificación, Migración y Extranjería (Saime) de Venezuela confirmó a través de un comunicado la “deportación” del señalado testaferro de Nicolás Maduro.
En la información, divulgada por canales oficiales de la entidad, se refieren a Saab como un “ciudadano colombiano”, por lo que aseguran que se trata de un proceso de deportación y recuerdan que el polémico empresario, nacido en Barranquilla y de origen libanés, “se encuentra incurso en la comisión de diversos delitos en los Estados Unidos”.
“El Gobierno de la República Bolivariana de Venezuela informa la deportación del ciudadano de nacionalidad colombiana Alex Naim Saab Morán, llevada a cabo este 16 de mayo de 2026 en cumplimiento de las disposiciones normativas de la legislación migratoria venezolana”, se lee.
La entidad venezolana añade que “la medida de deportación fue adoptada tomando en consideración que el referido ciudadano colombiano se encuentra incurso en la comisión de diversos delitos en los Estados Unidos de América, tal como es público, notorio y comunicacional”.
Durante años, Alex Saab fue señalado por la justicia estadounidense como uno de los principales operadores financieros del gobierno de Nicolás Maduro y acusado de conspiración para lavar dinero y participar en esquemas de corrupción.
Sin embargo, fue liberado en diciembre de 2023 durante el gobierno de Joe Biden (2021-2025) como parte de un intercambio por diez presos en Venezuela y regresó a su país, donde fue nombrado ministro de Industrias y Producción Nacional.",2026-05-16T22:04:31Z,Redacción ELHERALDO.CO,El Heraldo,Colombia
Migrantes venezolanos hacen frente a una nueva era llena de incertidumbre,https://www.elheraldo.co/atlantico/2025/01/19/migrantes-venezolanos-hacen-frente-a-una-nueva-era-llena-de-incertidumbre/,"Entre la espada y la pared. Así se sienten muchos miembros de la comunidad venezolana que se encuentra radicada en Barranquilla. La posesión de Nicolás Maduro como presidente de su país para los próximos 6 años y la victoria de Donald Trump en Estados Unidos supone una difícil situación para ellos y sus familias.
A pesar de que muchos han logrado estabilizarse e integrarse a las dinámicas de la ciudad, en lo más profundo de su corazón guardaban la esperanza de que se diera un cambio en su tierra natal para volver a ver a aquellos que siguieron en el país.
En ese sentido, la continuidad del régimen supone un panorama complejo, que se vuelve más oscuro con la presencia de Trump en la Casa Blanca y la latente posibilidad de que aquellos que migraron hacia el país del norte en busca de un mejor futuro sean devueltos en cualquier momento.
Durante los últimos días, Andrew Morán, uno de los cerca de 140 mil venezolanos que residen en la capital del Atlántico, estuvo reflexionando sobre lo que vendrá para el futuro y llegó a la conclusión de que quiere quedarse a vivir en Colombia.
“La situación siempre ha sido complicada, si bien han pasado cuatro años desde que estoy acá, no es fácil ser venezolano y vivir en otro país ; algunas personas te juzgan y te encasillan en un rol, pero toca salir adelante y sacar adelante todo. En Barranquilla nos ha ido bien, la gente es más abierta y nos da la oportunidad de trabajar, por eso he pensado en quedarme acá, ya que mi mamá está aquí, así que todo es más fácil”, comentó el hombre de 20 años.
“Pasé por varios empleos, desde trabajar en un supermercado, limpiar cosas y ahora como barbero, que es donde me ha ido mejor. De hecho, acá en la barbería donde estoy actualmente he logrado tener un buen sustento económico y mantenerme tanto a mí como a mí familia y los gastos del hogar. Es curioso porque creo que la barbería es el negocio que más venezolanos emplea, pero no a todos les ha ido bien. Creo que un factor determinante es que yo lo veo como un estilo de vida, y lo he aceptado como mi realidad, puedo vivir de esto un tiempo y luego estudiar, soy joven todavía y tengo el mundo por delante”, dijo.
Uno de sus sueños era ir hacia Estados Unidos, pero el triunfo de Donald Trump llena de incertidumbre su futuro: “Aunque su elección era necesaria para restablecer el orden en un país como Estados Unidos, pero como migrante es incierto el panorama porque no se sabe que tiene él pensando con los migrantes que siguen entrando al país”.
Las barreras han disminuido y las necesidades de muchas familias venezolanas en Barranquilla y el Atlántico han sido solventadas por las autoridades. De tal manera que algunos consideran que la población actual está en una fase de estabilización, y que muy pronto se podrá pensar en el desarrollo económico y sostenibilidad a largo plazo.
“La integración de la mayoría ha sido favorable por las acciones de la administración distrital, aunque todavía se percibe en la población una intención de invisibilizar la migración venezolana estamos estables y saliendo de la asistencia humanitaria que nos prestan para brindar oportunidades de crecimiento y desarrollo a las familias”, comentó.
Del mismo modo, González espera que haya una nueva ola migratoria hacia el país: “Esperemos que la situación tras la posesión de Maduro no genere pánico, pero es probable que sí hayan algunos que migren, en dado caso lo harán hacia países del norte. Colombia y otros países de Latinoamérica ya no son opciones para el migrante venezolano”.
“Los mecanismos de regularización no contemplan a las personas que recién llegan al país con planes de quedarse y hacer vida en Colombia , y esa es una de las barreras para quienes deseen radicarse en Colombia.  El venezolano que se encuentra estable actualmente, puede tener los recursos para cubrir gastos de traslados, estadía, alimentación, pero no un sostenimiento a largo plazo”, dijo.
En esa misma línea, Zuneyka González, líder de la Fundación Mujeres Sin Fronteras Colombovenezolanas, mencionó que una de las dificultades que enfrentan las mujeres venezolanas que se radican en Barranquilla es la falta de redes de apoyo.
“Las mujeres pueden ser más vulnerables a la violencia de género, explotación laboral, trata de persona y abuso sexual. La falta de redes de apoyo, como familiares o comunidades migrantes, puede hacer que la experiencia de migración sea más aislante y difícil para las mujeres. La presencia o ausencia de estas redes puede influir significativamente en su capacidad para adaptarse y prosperar en un nuevo entorno”, explicó.
Por su parte, Juan Viloria, vicepresidente de la organización Venezolanos en Barranquilla , indicó que la reciente posesión de Maduro traerá una escalada de violencia en el país a causa de la represión del régimen.
“La crisis sostenida en la que Venezuela ha venido decayendo en los últimos 25 años va a acrecentar la migración de alguna manera, ya son muchos los que han venido a Barranquilla y no hay capacidad para brindar ayuda a todos, de hecho, puede haber un efecto adverso si vienen más venezolanos, porque los trámites de regularización se demorarán más por tanta gente que lo solicita y los procesos tendrían más problemas”, detalló.
“La ola migratoria ya la hemos vivido antes, tenemos que atender a todos los migrantes que vengan, no tenemos problema con esto. Vamos a preparar nuestros hospitales y nuestras escuelas para toda esa nueva ola que va a llegar”, comentó el gobernador Eduardo Verano.
“Hay una población especial de Zulia que llega siempre al sur del departamento, que es un grupo transitorio que va y viene, por eso se nos facilita a veces la labor de atender a la población”, sostuvo.
Entre las acciones que la administración departamental prepara para los nuevos migrantes se encuentran las diversas jornadas de atención para regularizar sus estatus y los equipos para atender las necesidades de la población vulnerable.
Seguidamente, la administración departamental señaló que el plan de acción del Ministerio del Interior está activo en el territorio y que las autoridades y organismos se preparan para una respuesta rápida y efectiva a la situación en un futuro.
Según cifras de la asociación Venezolanos en Barranquilla, que corresponde a la base de datos de Migración Colombia, hay cerca de 1.8 millones de venezolanos en todo el país, pero de este grupo al menos 200 mil viven en el departamento del Atlántico y más de 140 mil en toda Barranquilla.
Sin embargo, el ingreso de muchos venezolanos de manera irregular, evitando los puntos fronterizos controlados por Migración Colombia ha complicado la caracterización y registro de los recién llegados, quienes en muchos casos ingresan sin sellar sus pasaportes.",2025-01-19T03:56:40Z,Redacción Locales,El Heraldo,Colombia
Estos son los cargos que tiene Alex Saab en Estados Unidos: ¿qué sigue para su caso?,https://www.elheraldo.co/mundo/2026/05/19/estos-son-los-cargos-que-tiene-alex-saab-en-estados-unidos-que-sigue-para-su-caso/,"El Servicio Administrativo de Identificación, Migración y Extranjería ( SAIME ) de Venezuela confirmó a través de un comunicado, el 16 de mayo, la “deportación” del señalado testaferro de Nicolás Maduro, Alex Saab , reconocido empresario barranquillero , quien fue funcionario del gobierno venezolano, además amigo personal del presidente depuesto de ese país.
Saab, de 54 años y quien ya había sido procesado penalmente en Estados Unidos , fue acusado por el Distrito Sur de Florida de lavado de activos y conspiración para realizar transacciones financieras, así como de ocultar y disfrazar el origen de fondos.
Cabe recordar que el empresario colombiano, quien llegó a la Corte vestido con un overol marrón, ya había sido acusado previamente en Estados Unidos de haberse enriquecido ilícitamente mediante contratos gubernamentales y de actuar como presunto testaferro del líder chavista.
La reciente acusación , también difundida por el Departamento de Justicia de EE. UU., señala que, entre octubre de 2015 y enero de 2026 , Saab y otras personas también acusadas —a quienes no menciona— presuntamente participaron en un esquema para enriquecerse a través del Comité Local de Abastecimiento y Producción ( CLAP ), un programa social del Gobierno de Venezuela.
“Los conspiradores pagaron sobornos a funcionarios públicos de Venezuela y fueron recompensados por el Gobierno de Venezuela con lucrativos contratos del CLAP para importar alimentos con falsas intenciones”, señala el documento.
El Departamento de Justicia indica además: “En vez de cumplir con esos contratos, los conspiradores usaron compañías falsas , facturas falsas , registros de embarque falsos y otros documentos fraudulentos, así como sobornos y contragolpes, para obtener cientos de millones de dólares para ellos que debían ser empleados para comprar comida para venezolanos necesitados. Algunas de esas ganancias ilegales fueron gastadas u ocultadas de las autoridades a través de transferencias de bienes ilícitos hacia y por medio de cuentas en Estados Unidos”.
Información difundida por CNN señala además que desde 2019 , cuando se intensificaron las sanciones de Estados Unidos a Venezuela, los acusados usaron su influencia en el Gobierno venezolano para tener acceso al petróleo de la empresa estatal Petróleos de Venezuela ( PDVSA ), venderlo y conseguir ganancias.",2026-05-19T13:07:09Z,Redacción ELHERALDO.CO,El Heraldo,Colombia
“Recibió el tratamiento propio de cualquier aeronave civil”: Aeronáutica Civil sobre jet venezolano en Bogotá,https://www.elheraldo.co/colombia/2025/01/11/recibio-el-tratamiento-propio-de-cualquier-aeronave-civil-aeronautica-civil-sobre-jet-venezolano-en-bogota/,"La Aeronáutica Civil respondió este viernes a través de un comunicado a los cuestionamientos que surgieron desde sectores de la oposición por el aterrizaje de una aeronave de matrícula oficial venezolana en Bogotá , previo a la posesión presidencial en el país vecino.
El representante Hernán Darío Cadavid Márquez, del Centro Democrático, presentó un derecho de petición con el propósito de que la Aerocivil explicara las razones de la presencia de la aeronave venezolana en territorio colombiano.
“Las autoridades colombianas tienen que explicar qué hacía un avión del gobierno venezolano a horas de darse lo que debería ser la transición del poder en Venezuela”, dijo Cadavid, según recoge ‘Caracol Radio’.
En la noche del viernes 10 de enero, mismo día en que Maduro juró como presidente de Venezuela sin ser reconocido por la mayoría de la comunidad internacional, la Aeronáutica Civil emitió un comunicado en el que señaló que “los cielos de Colombia están abiertos a la operación de aeronaves civiles de cualquiera de los 193 países miembros del Convenio de Chicago sobre aviación civil internacional”.
“Los Reglamentos Aeronáuticos de Colombia establecen que las aeronaves extranjeras de aviación general ‘podrán sobrevolar el territorio nacional y podrán aterrizar siendo admitidas temporalmente en él, sin necesidad de autorización especial hasta por un término de 48 horas, siempre que ingresen al país y salgan de él a través del mismo aeropuerto internacional, sin tocar ningún otro aeropuerto colombiano’”, sostuvo la Aerocivil.
Afirmó que la aeronave de matrícula civil venezolana, así como la de cualquier nacionalidad que ingrese o salga, hacia o desde un aeropuerto internacional en territorio de cualquier país, quedó sujeta “a los controles de policía, migración, aduanas y sanitarios que correspondan, brindados por las autoridades competentes”.
Una vez en el aeropuerto El Dorado, en Bogotá, el jet venezolano “recibió el tratamiento propio de cualquier aeronave civil, siendo atendida por la empresa Aerosupport, titular de un permiso de operación que la autoriza para ofrecer servicios de escala en aeropuerto a aeronaves colombianas o extranjeras procedentes de cualquier parte del mundo, conforme a sus capacidades”, explicó la entidad.
Añadió que la aeronave se estacionó y fue atendida en la plataforma de dicha organización aeronáutica, “donde las autoridades competentes pudieron efectuar los controles de ingreso y salida correspondientes”.",2025-01-11T14:09:10Z,Redacción ELHERALDO.CO,El Heraldo,Colombia
Afectaciones en el Aeropuerto El Dorado por “plan tortuga” de sindicatos de Migración Colombia,https://www.elheraldo.co/colombia/2024/12/04/afectaciones-en-el-aeropuerto-el-dorado-por-plan-tortuga-de-sindicatos-e-migracion-colombia/,"Desde las 6 de la tarde de este martes los sindicatos de empleados de Migración Colombia empezaron un “plan tortuga” en diferentes aeropuertos del país, lo que ha producido retra sos en varias terminales aéreas, principalmente en El Dorado, en Bogotá.
Aerolíneas como Latam y Avianca alertaron sobre demoras en el proceso de registro para los vuelos internacionales. También advirtieron a los pasajeros para que revisaran el estado de los vuelos en las páginas web de las aerolíneas, además de recomendar llegar con tiempo de antelación a los aeropuertos.
Las razones de la protesta, según un comunicado de la Unión Nacional Sindical de Empleados de Migración Colombia y Ministerio de Relaciones Exteriores (Unasemig) y la Organización Sindical de Empleados de Migración Colombia (Osemco), son las “precarias condiciones salariales y laborales, así como la falta de diligencia” por parte del Gobierno nacional para mejorar la situación de dichos trabajadores.
Los sindicatos advirtieron que llevan meses en diálogos “sin que representantes del Gobierno de Gustavo Petro definan un mecanismo para la mejora salarial” de los empleados de la máxima autoridad migratoria.
Yeison Mesa , oficial de Migración y presidente del sindicato Osemco, anunció que a las 11:30 de la mañana se realizará una reunión con representantes del Ministerio de Relaciones Exteriores. En esta junta se presentarán pliego de peticiones para esperar respuesta por parte del Gobierno nacional.",2024-12-04T12:02:42Z,Redacción ELHERALDO.CO,El Heraldo,Colombia
Gustavo Petro dice que el pueblo venezolano ‘ya no quiere’ al chavismo en el poder,https://www.elheraldo.co/colombia/2024/12/04/gustavo-petro-dice-que-el-pueblo-venezolano-ya-no-quiere-al-chavismo-en-el-poder/,"Petro se refirió a la situación de Venezuela al intervenir en el IV Foro Abierto de Ciencias de América Latina y el Caribe (CILAC) 2024, realizado en la isla de San Andrés, donde dijo que el expresidente venezolano Hugo Chávez no entendió que había que hacer una transición del petróleo hacia energías limpias para enfrentar el cambio climático.
“Se burlan del presidente que dice en Colombia , dejemos el petróleo y el carbón , porque es el camino de la desigualdad social y de la muerte; Chávez no me lo entendió muy bien y miren lo que le pasa a Venezuela, que ya no saben si es democracia, ya no saben si es revolución, ya el pueblo no los quiere”, afirmó Petro.
“¿Por qué tienen ellos un mejor nivel escolar? Porque ese Gobierno dedicó el dinero del petróleo a la universidad, al saber, a la universidad para el pueblo y no se equivocó, en cambio aquí cerramos las universidades, las dejamos sin presupuesto”, manifestó.
Las declaraciones de Petro sobre la situación política de Venezuela se producen luego de que el canciller Luis Gilberto Murillo asegurara la semana pasada que el Gobierno responderá “en su debido momento” a la invitación que recibió el mandatario para asistir a la posesión de Nicolás Maduro como presidente de Venezuela el próximo 10 de enero.
“Vamos a responder a la invitación en su debido momento”, dijo en esa ocasión a periodistas el ministro de Relaciones Exteriores, quien recalcó que ante el cuestionado resultado de las elecciones presidenciales del pasado 28 de julio, que dieron el triunfo a Maduro, “la posición de Colombia siempre ha sido muy clara: si no hay actas, no hay reconocimiento”.",2024-12-04T04:35:50Z,Agencia EFE,El Heraldo,Colombia
Rosa Villavicencio y el canciller venezolano Yván Gil se reunieron en Caracas antes del encuentro entre Petro y Delcy Rodríguez,https://www.elheraldo.co/colombia/2026/04/23/rosa-villavicencio-y-el-canciller-venezolano-yvan-gil-se-reunieron-en-caracas-antes-del-encuentro-entre-petro-y-delcy-rodriguez/,"El canciller de Venezuela, Yván Gil , y su homóloga de Colombia, Rosa Yolanda Villavicencio , instalaron este jueves en Caracas la tercera reunión de la Comisión de Vecindad e Integración para abordar asuntos de seguridad y defensa, frontera, migración, comercio, cooperación técnica y otros temas, un día antes del encuentro entre los presidentes de ambos países.
La comisión se reunirá durante dos días en la capital venezolana, donde también está prevista este viernes una cita entre la presidenta encargada, Delcy Rodríguez y su homólogo colombiano, Gustavo Petro , quien tiene previsto visitar el país el viernes.
“Nosotros debemos ser un ejemplo del mundo, no un ejemplo de disolución, no un ejemplo de diferencia, de confrontación, sino todo lo contrario. Así que quiero (...) agradecer al Gobierno del presidente Gustavo Petro, quien sabemos es un defensor de la unión entre Colombia y Venezuela, de la defensa del proyecto de la Gran Colombia”, dijo Gil, citado en la nota de prensa.
A través del “trabajo conjunto, del diálogo permanente y de la cooperación efectiva, podremos construir caminos reales de bienestar, desarrollo e integración para nuestras poblaciones , en especial en aquellas que habitan nuestras zonas de frontera, donde la integración no es un concepto abstracto, sino una realidad cotidiana”, aseguró Villavicencio de acuerdo con la Cancillería venezolana.
La canciller colombiana llegó durante la mañana de este jueves a la capital venezolana y está acompañada de una delegación de funcionarios y el gobernador del departamento colombiano del Norte de Santander, William Villamizar Laguado, fronterizo con Venezuela.
La clausura de este encuentro, pautado en principio en la ciudad de Maracaibo (estado Zulia), fronteriza con Colombia, está previsto para el viernes, justo cuando llega Petro para una visita de un día.
Colombia y Venezuela comparten una frontera de 2.219 kilómetros, que se extiende desde el mar Caribe hasta la Amazonía y donde proliferan los grupos armados ilegales, desde la guerrilla del Ejército de Liberación Nacional (ELN) hasta bandas de narcotraficantes y de contrabandistas.
Por eso, Petro dijo el martes en un consejo de ministros que en su visita de un día a Caracas estará acompañado por una delegación “más bien militar, policial” para tratar con Rodríguez el tema de la seguridad fronteriza, principalmente en el Catatumbo, una región selvática del Norte de Santander que tiene la segunda mayor extensión de cultivos de coca del país y es uno de los mayores focos de violencia del conflicto armado colombiano.",2026-04-23T22:21:56Z,Agencia EFE,El Heraldo,Colombia
ELHERALDO.CO,https://www.elheraldo.co/columnas-de-opinion/2017/03/04/impacto-de-la-migracion-a-colombia-caso-venezuela/,"Durante la posesión del nuevo contralor de la República, el jefe de Estado aseveró que se comprometerá en hacer responder a aquellos que hayan “afectado el patrimonio público”.
El coronel Daniel Fernando Gutiérrez estuvo al frente del operativo ordenado por el presidente Abelardo De la Espriella. Los internos fueron trasladados inicialmente a Bogotá y luego serán distribuidos en diferentes cárceles del país.
El plan de choque anunciado por la ministra Elsa Noguera apunta en la dirección correcta; ahora el reto será convertir compromisos y cronogramas en resultados.
La medida está relacionada con los cambios introducidos por la reforma laboral y permitirá realizar aportes a pensión y riesgos laborales teniendo en cuenta los días trabajados.
El entrenador escarlata se mostró tranquilo por el cambio de sede del juego, que se disputará en Palmira, este miércoles a las 6:20 p. m.
La reina del Carnaval de la 44, sería la primera en desfilar por el Malecón, la Calle 17 y la Carrera 44.
EL HERALDO S.A. Prohibida la reproducción y utilización, total o parcial, de los contenidos en cualquier forma o modalidad, sin previa, expresa y escrita autorización, incluyendo su mera reproducción y/o puesta a disposición con fines comerciales, directa o indirectamente lucrativos. 2000 - 2024 ©
PBX: (57) (5) 3715000 Línea de atención: (57) (5) 3855050 / 018000 512200 Calle 53B N° 46 - 25, Barranquilla - Atlántico Bogotá: 3204982967",,ELHERALDO.CO,El Heraldo,Colombia
"Expulsan del país a alias Kata, buscada en Venezuela por trata de personas: fue capturada en Medellín",https://www.elheraldo.co/colombia/2026/03/12/expulsan-del-pais-a-alias-kata-buscada-en-venezuela-por-trata-de-personas-fue-capturada-en-medellin/,"Migración Colombia reportó la captura en Medellín y expulsión del país de una ciudadana extranjera, conocida con los alias de Kata o Katherine , que era requerida por la justicia venezolana por el delito de trata de personas .
De acuerdo con la investigación, la mujer -de nacionalidad venezolana- se movía en Medellín principalmente entre las discotecas del Parque Lleras , reconocida por “conectar a locales y extranjeros con servicios de prostitución y venta de drogas en las principales zonas de rumba de la ciudad”.
“Estaría ejerciendo actividades relacionadas con trabajo sexual y consumo de estupefacientes, ubicándose en las horas de la tarde y noche en el Parque Lleras”, dice el reporte del Centro Operativo Anti Trata de Personas (COAT) del Ministerio del Interior.
Además, registra un proceso judicial con sentencia ejecutoriada en firme en Venezuela por el delito de trata de personas, lo que representó un serio indicio de las actividades que estaría desarrollando en Colombia pese a no tener antecedentes delictivos en el país.
‘Kata’ residía desde 2023 en Colombia, valiéndose incluso de documentos obtenidos de manera fraudulenta, según las autoridades. Mientras que en Venezuela era una prófuga de la justicia, ya que fue sentenciada a nueve años de prisión por trata de personas por un Juzgado de Primera Instancia del Área Metropolitana de Caracas.
El Consulado General de Venezuela confirmó la autenticidad de la información sobre la condena de la ciudadana en su país de origen y movilizó unidades de Interpol para su recepción en un vuelo de traslado en el que fue enviada en calidad de expulsada por parte de Migración Colombia.
“Oficiales de Migración Colombia, en cumplimiento de sus funciones y competencias, desarrollaron un operativo articulado con las autoridades para ubicar a la acusada, verificar su estatus migratorio e identificación de antecedentes, y determinar solicitudes ante autoridades internacionales, encontrando delitos pendientes con la justicia venezolana, durante la ejecución de una orden de allanamiento en una reconocida discoteca del barrio El Poblado en Medellín”, afirmó Paola Salazar, directora de la Regional Antioquia-Chocó de Migración Colombia.
El vicepresidente José Manuel Restrepo y el ministro del Interior recorrieron las zonas más golpeadas por la emergencia para verificar daños, escuchar a las comunidades y coordinar la atención humanitaria junto a las autoridades locales.",2026-03-12T15:12:37Z,Redacción Tendencias,El Heraldo,Colombia
Gobierno revelará Conpes para atender migración venezolana,https://www.elheraldo.co/colombia/2018/11/23/gobierno-revelara-conpes-para-atender-migracion-venezolana-569620/,"El presidente de la República, Iván Duque, anunció que en el fin de semana dará a conocer cuál será el alcance que tendrá el documento Conpes con el cual se dará atención integral del Estado a la crisis de los venezolanos que están migrando al país por la situación que se vive en esa nación.
'Desde que llegamos a la Presidencia, le anunciamos al país que el tema de la migración de venezolanos era un reto nacional e internacional. Justamente mañana (el sábado) le estaré anunciando al país el documento Conpes, que hemos venido discutiendo, donde está toda la articulación de las entidades del Estado', indicó Duque en Barranquilla, en donde explicó que el anuncio será en el Taller Construyendo País en Cúcuta, capital de Norte de Santander.
El mandatario además explicó los retos que debe afrontar su gobierno en esa situación. 'Primero, hay que tener una respuesta migratoria para hacer registro y normalización ordenadamente. Segundo, el reto social, atención para los más vulnerables. Tercero, un reto de formalización. Y cuarto, un reto de transición para que el paso entre ser un migrante vulnerable y aportarle a la economía y al desarrollo del país sea un proceso acelerado', afirmó el Presidente.
Insistió en que esa atención estatal debe ir de la mano de una agenda de gestión internacional ante la banca multilateral para acceder a fondos en mejores condiciones, tanto en plazos como en tasa, y coordinar con otros países la atención de protección temporal migratoria.
Sostuvo también que 'esta es una respuesta del Estado colombiano en su conjunto. Adicionalmente, necesitamos con otros países, establecer el estatus de protección temporal migratoria, para que Colombia no sea el único país que absorba el flujo y tener más recursos para la atención migratoria base'.",2018-11-24T04:47:00Z,Colprensa,El Heraldo,Colombia
De migrante venezolana a emprendedora: una cocina que hoy apoya a mujeres en Colombia,https://www.elheraldo.co/colombia/2026/03/12/del-sueno-culinario-de-una-migrante-venezolana-a-una-red-de-apoyo-para-mujeres-en-colombia/,"María Félix Herrera narra su historia sin prisa y reconstruye paso a paso el camino que la trajo de Venezuela a Colombia en 2018, u na travesía marcada por la crisis, una enfermedad y la creación de Sabores Corepan, un emprendimiento gastronómico que hoy se ha convertido en una red de apoyo para mujeres de bajos recursos.
Colombia es el principal destino migratorio venezolano en el mundo, con unos 2,8 millones de personas, según cifras oficiales. En total, más de 7,7 millones de venezolanos abandonaron su país en la última década por la crisis.
“Decidí migrar por la situación política del país, por la inseguridad, por la salud y porque allí ya no había oportunidades para seguir creciendo”, dice Herrera a EFE mientras rememora un apagón nacional que dejó a los venezolanos sin luz durante cinco días y que fue el detonante que la llevó a tomar la decisión de partir.
Antes de migrar, trabajó once años como docente y acababa de graduarse como fisioterapeuta, pero en medio de ese proceso le diagnosticaron una enfermedad autoinmune que también padecía su padre y que puso de manifiesto las limitaciones del sistema de salud en su país.
“No conseguía la medicina que necesitábamos y para poder recibirla tenía que tener un carnet del gobierno y estar adscrita al partido, y yo siempre he sido opositora”, explica Herrera, quien no puede contener las lágrimas al recordar las veces en que su padre y ella debatían quién debía tomar el medicamento disponible.
La venezolana pasó por distintos trabajos informales hasta que logró una breve estabilidad trabajando en un puesto ambulante, que fue interrumpida en 2020 por la pandemia y que la llevó a aceptar turnos que podían extenderse hasta 24 horas.
Fue en medio de ese caos de trabajo que la nostalgia por los sabores de su país comenzó a surgir con fuerza. Así se planteó la idea de abrir un restaurante, pero un empeoramiento de su enfermedad junto con un embarazo inesperado la obligaron a reducir la carga laboral.
Cuenta Herrera que en esa época pasó por una depresión, pero que logró recuperarse y transformar ese sentimiento en el impulso creativo que necesitaba para lanzarse a cocinar y crear Sabores Corepan, el emprendimiento que hoy sostiene a su familia.
Según un informe de la Organización Internacional para las Migraciones (OIM) publicado a finales del año pasado, el emprendimiento se ha consolidado como una vía clave de integración socioeconómica de la población migrante venezolana en América Latina, donde el empresariado migrante genera empleo directo e indirecto y fomenta la innovación.
Con el tiempo decidió formalizar su negocio y se inscribió en la Cámara de Comercio; y destaca que el acompañamiento de organizaciones sociales como OIM o ADN Dignidad fue clave para formarse en modelos de negocio y abrir su primer local en el barrio bogotano de Las Ferias, con el que comenzó a generar empleo y a consolidar su proyecto.
“Comencé a darme cuenta que la gente compraba, pero resulta que tenía una dificultad: era que a mí me daba mucha pena (vergüenza) vender”, explica, pero al descubrir que había tantas mamás que se encontraban en su misma situación, comenzó a ofrecerles que revendieran sus productos, que les entregaba a un precio económico con financiamiento.
Al cabo de un tiempo, con hasta 15 personas revendiendo, el cansancio la llevó a pensar en abandonar el negocio, y se lo comunicó a un par de madres que colaboraban con ella, que le rogaron que no lo hiciera. “Pero si yo pago de ahí la luz, ¿cómo se te ocurre? El agua, yo me ayudo con eso”, le dijo una.
Fue entonces cuando comprendió su impacto social: “Este negocio ya no es solo mío. Ya hay mucha gente que depende de mí”, pensó, por lo que decidió continuar, entusiasmada con la posibilidad de convertirse “en un referente que inspira”.",2026-03-12T14:59:45Z,Agencia EFE,El Heraldo,Colombia
