,Titulo,URL,Cuerpo,Fecha,Autor,Medio,Pais
0,El liderazgo en materia migratoria que no debería abandonar Colombia ,https://www.elespectador.com/opinion/columnistas/juliana-bustamante-reyes/el-liderazgo-en-materia-migratoria-que-no-deberia-abandonar-colombia/,"Con menos de un mes en el poder, el presidente Abelardo de la Espriella anunció en Barranquilla operativos contra migrantes en situación irregular, bajo la consigna “primero los colombianos”. La medida, presentada como estrategia de seguridad, rompe con casi una década de política exterior migratoria que, pese a las diferencias ideológicas entre gobiernos, mantuvo una política de Estado robusta y coherente frente a la comunidad internacional. Renunciar a ella sin un debate público amplio es un retroceso que no debería aceptar el país. Los gobiernos de Santos, Duque y Petro enfrentaron el éxodo venezolano con instrumentos distintos —el Permiso Especial de Permanencia, el Estatuto Temporal de Protección y la creación del nuevo Viceministerio de Asuntos Migratorios—, pero ninguno criminalizó de forma generalizada a la persona migrante ni equiparó irregularidad administrativa con delito. Los tres reconocieron la problemática como un desafío que exigía inversión sostenida en salud, educación y primera infancia, apoyándose en la cooperación internacional. Ese consenso demuestra que la solidaridad migratoria nunca fue una bandera partidista, sino una postura nacional, que además honraba la acogida que muchos colombianos recibieron de países como Venezuela en momentos críticos de nuestra historia. El Estatuto Temporal de Protección, creado en 2021, regularizó a cerca de 2,5 millones de las casi 3 millones de personas venezolanas en el país, con acceso a salud, educación y trabajo formal. En febrero de 2025, el relator especial de la ONU sobre derechos humanos de los migrantes, Gehad Madi, visitó el país y en su informe al Consejo de Derechos Humanos distinguió a Colombia como referente regional en regularización e integración. Este liderazgo fue ratificado meses después en la XV Cumbre del Foro Mundial sobre Migración y Desarrollo en Riohacha, donde 71 Estados acordaron una gobernanza migratoria basada en derechos humanos. Sin duda, ese reconocimiento convive con desafíos reales que incluyen la débil presencia estatal en zonas como el Darién, la exposición de migrantes a extorsión y violencia, y la urgencia de fortalecer los sistemas de asilo, aspectos identificados por el relator. En efecto, se trata de deudas concretas, pero su abordaje debería enfocarse hacia la presencia estatal, la protección y la cooperación regional, antes que al endurecimiento indiscriminado. Un estado que llega con su oferta a los territorios es un mejor estado para todas las personas, nacionales y extranjeras. Es particularmente preocupante que el nuevo enfoque vincule migración irregular con criminalidad sin distinción y deshumanice a la persona en esa condición calificándola de “ilegal”. Esa mirada reduccionista, además de promover la xenofobia y la discriminación, contradice la evidencia económica, según la cual, la integración de migrantes puede aportar hasta 0,3 % del PIB a mediano plazo, incrementar la productividad laboral en 10 % y reducir la informalidad en 5 %. Existen además estándares y límites jurídicos ineludibles. La Convención Americana sobre Derechos Humanos prohíbe las expulsiones colectivas, y la Corte Constitucional ha reiterado que las deportaciones no pueden ser automáticas ni colectivas. Las sentencias T-500 de 2018, SU-397 de 2021 y T-110 de 2026 exigen evaluación individualizada, debido proceso y aplicación estricta del principio de no devolución cuando esté en riesgo la vida de la persona. El trasfondo geopolítico del anuncio confirma la tendencia del nuevo gobierno a alinearse con Estados Unidos, en este caso, replicando sus políticas migratorias. Sin embargo, ese enfoque no ha mejorado la seguridad y, por el contrario, ha generado cientos de denuncias por vulneración de derechos y ha mermado la popularidad de Trump en su país. En contraste, Colombia, se ha consolidado como referente internacional en gestión migratoria mediante la cooperación y el respeto al derecho internacional. Renunciar a ese liderazgo no parece ni estratégico ni conveniente. En materia migratoria, Colombia es, al mismo tiempo, país de origen, tránsito, destino y retorno. Esa realidad estructural exige una política migratoria integral que combine gestión ordenada, seguridad legítima y protección efectiva, reconociendo el derecho a la movilidad humana, sin que estas dimensiones se excluyan entre sí, ni promuevan malos tratos o exclusión de nuestros propios compatriotas migrantes en otros países. La migración seguirá ocurriendo, sin importar las medidas que se tomen para combatirla. Colombia debe entonces definir si el control de sus fronteras estará fundado en el reconocimiento de los derechos humanos, la dignidad y la solidaridad y seguirá basado en el derecho internacional que ha defendido durante años, o si sacrifica esa trayectoria por alinearse con modelos que ya han demostrado su alto costo humano. @julibustamanter @verticepolexterior",2026-08-28T22:10:00Z,Juliana Bustamante Reyes,El Espectador,Colombia
1,Migrantes en Bello: así deben actualizar sus datos para no perder el servicio de salud,https://www.elespectador.com/mundo/venezuela/migrantes-en-bello-antioquia-asi-deben-actualizar-sus-datos-para-no-perder-el-servicio-de-salud/,"La Alcaldía de Bello advierte que más de 10.000 migrantes podrían quedarse sin servicios médicos si no actualizan sus datos antes de junio. La Alcaldía de Bello, en el departamento de Antioquia, le pide a la población migrante venezolana que reside en el municipio que realice la actualización obligatoria de su acreditación de permanencia del Régimen Subsidiado antes del 30 de junio de 2026. Esta medida busca evitar la suspensión masiva de los servicios médicos para miles de familias que dependen de esta cobertura. Según los reportes oficiales, el trámite es indispensable para validar la residencia actual y el cumplimiento de las normativas nacionales vigentes. De acuerdo con la Secretaría de Salud local, existen actualmente 10.387 migrantes venezolanos registrados de manera legal y afiliados al sistema de salud en el municipio que deben cumplir con este requisito. La normativa nacional exige que esta gestión se lleve a cabo cada cuatro meses para garantizar que el beneficiario y su núcleo familiar mantengan el acceso a citas, medicamentos y urgencias. Documentos necesarios para el trámite También debe presentar una copia del Permiso de Protección Temporal (PPT) . La rigurosidad en los documentos responde a la necesidad de asegurar que los recursos de salud se asignen correctamente en el territorio. Las autoridades han sido enfáticas en que el incumplimiento del plazo derivará automáticamente en la desactivación del servicio médico. Los interesados tienen hasta el 30 de junio de este año para llevarlo a cabo y evitar quedarse sin cobertura”. Para facilitar el proceso, se han dispuesto puntos físicos donde se recibe la documentación de manera presencial. Los ciudadanos pueden acercarse a las sedes de la E.S.E. Bello Salud o dirigirse a la oficina de Atención al Usuario de la Secretaría de Salud, situada en el barrio Mánchester, en la calle 45 A # 49B-56 . Los horarios establecidos son de lunes a jueves, de 8:00 a. m. a 12:00 m. y de 1:00 p. m. a 5:00 p. m., mientras que los viernes la atención se extiende hasta las 4:00 p. m. La invitación de las autoridades es a no dejar este trámite para el último día y garantizar así el derecho fundamental a la salud.",2026-05-09T21:30:28.903Z,Redacción Internacional,El Espectador,Colombia
2,Petro en EE. UU.: “Hay que avanzar más” en los derechos de los migrantes venezolanos,https://www.elespectador.com/mundo/america/petro-en-ee-uu-hay-que-avanzar-mas-en-los-derechos-de-los-migrantes-venezolanos/,"Petro pidió en Washington avanzar más en los derechos para los venezolanos en Colombia, contrastando con el endurecimiento migratorio en EE. UU. En el marco de su visita oficial a Estados Unidos para reunirse con el presidente Donald Trump, el mandatario colombiano, Gustavo Petro, ofreció un balance detallado sobre la situación migratoria y de seguridad en la frontera colombo-venezolana. “Vienen de Venezuela de vivir relativamente bien, mirar televisión, jugar softball, comprar en el supermercado y las últimas modas... y de pronto nada”, explicó el mandatario. Según Petro, el choque emocional de pasar de una vida urbana normalizada a dormir en barrios populares donde enfrentan el rechazo es “fatal” para un adolescente. “De ahí sale la violencia”, advirtió, comparando la situación con los conflictos de los jóvenes árabes en París que no se sienten ni franceses ni de su tierra de origen. Pese a este diagnóstico, Petro aseguró que hoy la mitad de la población venezolana en Colombia ya está empleada y aporta a la seguridad social, produciendo riqueza. En efecto, según el reporte de Mercado Laboral de la Población Extranjera (2024-2025) del DANE, la Tasa de Ocupación de los venezolanos en Colombia es del 66.4 %. Por otro lado, Petro advirtió que no se esperaba una nueva ola migratoria. “Nuestras cifras no indican ni una avalancha hacia Colombia como temíamos, ni lo contrario”, señaló, desestimando los temores de una nueva oleada masiva inmediata. Durante su intervención, el mandatario colombiano también subrayó que, si bien el Permiso de Protección Especial ha garantizado derechos humanos fundamentales a los migrantes, el objetivo de su gobierno es profundizar este estatus. Petro afirmó ante la administración estadounidense que “hay que avanzar más” en la equiparación de derechos, sugiriendo que la protección temporal es apenas un paso previo hacia una integración ciudadana completa. Las declaraciones de Petro desde Washington, cabe destacar, llegan en un momento difícil paro los venezolanos en Estados Unidos bajo la administración Trump. Tras el fin de las protecciones temporales y el endurecimiento de las políticas de asilo, miles de migrantes de esta nacionalidad han pasado de una relativa estabilidad a la incertidumbre de la deportación masiva. Energía para detener la migración La estrategia del mandatario colombiano consiste en aprovechar el potencial energético de la región, tanto el solar y eólico como el del subsuelo, para crear núcleos de producción que desactiven los focos de violencia. “Si hacemos ahí una reactivación económica, detenemos cualquier flujo migratorio sorpresivo”, concluyó Petro, planteando que el desarrollo fronterizo es la única respuesta estructural para evitar crisis humanitarias futuras. El mapa del narcotráfico se mueve al sur “Ecuador no está preparada para esta avalancha de narcotráfico. El problema se vuelve Ecuador porque es cada vez más difícil para el narcotraficante sacar cocaína de Colombia”, afirmó. Además, reveló que entregó al presidente Trump un listado con nombres propios de los “capos de primera línea”, aclarando que estos jefes no viven en las selvas colombianas, sino en “ciudades de lujo en el mundo”. Entre ellos mencionó ciudadanos colombianos, mexicanos, albaneses, italianos y estadounidenses.",2026-02-05T00:52:45.118Z,Redacción Internacional,El Espectador,Colombia
3,"“Emigro, luego existo”: la diáspora venezolana narrada desde el grafiti",https://www.elespectador.com/el-magazin-cultural/emigro-luego-existo-la-diaspora-venezolana-narrada-desde-el-grafiti/,"El mural del artista urbano Toxicómano se ha convertido en la puerta de entrada al barrio Pardo Rubio, un lugar donde los migrantes del país vecino han encontrado la forma de crear comunidad. En la calle 51 con carrera 7, un mural amarillo ocupa gran parte del paisaje por el que pasan miles de bogotanos al día. Además del color vibrante, un transeúnte atento podrá distinguir varios elementos que resaltan a primera vista, dependiendo de la dirección en la que vaya. Posiblemente, para aquellos que caminen de sur a norte, el primer símbolo que identifiquen será el rostro de una de las figuras más distintivas de nuestra época: el presidente estadounidense Donald Trump. El mandatario se encuentra acompañado por un texto que dice “Migración-on, Dignidad-off”, además de la imagen de unos ojos detrás de una reja que miran fijamente al espectador y que tienen superpuesta la silueta de unas personas que parecen estar caminando hacia la frontera. Al costado se pueden observar otros dos personajes. Uno de ellos tiene una camiseta con el mensaje “No nos gustan las fronteras” y a su lado se distingue otro texto que dice “Todas las fronteras son imaginarias”. Continuando con el recorrido visual, se podrá apreciar a dos personas cargando a unos bebés, con una frase en la parte superior que sentencia: “Todo espectador es un cobarde o un traidor”. Si el ruido y el paso de los carros no distraen, la mirada del transeúnte se posará en el retrato de una pequeña niña que sostiene con firmeza un cartel donde se lee “Hablar español is not a crime”. Por último, luego de caminar unos cuantos pasos, ya que solo así se puede observar el mural en su totalidad, el espectador se verá enfrentado a una frase corta: “Emigro, luego existo”, acompañada por el rostro de una mujer que dirige la mirada hacia el camino por el cual el peatón puede continuar, pero también en dirección a una bandera de Estados Unidos que se ondea, mientras una reja emerge en el fondo. Este grafiti fue creado por el artista urbano bogotano Toxicómano, cuyo nombre real es Andrés Montoya, aunque su identidad sigue estando cargada de misterio. A partir de su trabajo, Montoya se convirtió en uno de los fundadores de un colectivo callejero que lleva el mismo nombre de su pseudónimo artístico o “tag”, que es el término utilizado dentro de la escena urbana. Durante su trayectoria, Toxicómano se ha caracterizado por el uso del esténcil, una plantilla gráfica que facilita la reproducción de los dibujos. Otro de sus distintivos son las referencias a imágenes de la cultura popular, dándoles un giro desde la denuncia social. Su estilo ha llegado a ocupar varios espacios de la ciudad y se ha consolidado como una marca reconocible en el mundo del grafiti. Cuando habla de esta obra en específico, el artista ha sido enfático en el mensaje que quiere transmitir: “Muy pocas personas emigran porque quieren, la gran mayoría lo hace porque le toca, pero la distancia no borra las raíces”, expresó en sus redes sociales. En 2025, cuando Trump emitió una orden ejecutiva que declaraba el inglés como el idioma oficial de su país y puso sobre la mesa la posibilidad de que se eliminara el español de las agencias federales, el creador urbano recordó el fragmento donde se lee “Hablar español is not a crime” y declaró que “eliminar la asistencia en español pone en desventaja a las casi 60 millones de personas hispanohablantes que necesitan acceso a servicios esenciales”. Tanto la estética del mural como el posicionamiento en redes del artista se han convertido en una muestra de su posición crítica frente a las políticas antimigratorias que ha adoptado el gobierno del mandatario norteamericano, y han contribuido al debate desde la disputa del espacio público. Sin embargo, este grafiti es solo el inicio de un entramado de historias que se albergan en este rincón de la ciudad. Apenas se cruza la calle, está un puesto de frutas y verduras donde trabajan dos hombres, uno de ellos Michael Gutiérrez, migrante venezolano. Junto a él, se observan dos carteles con números telefónicos, a través de los cuales es posible acceder a servicios de transferencia o cambio de divisas, principalmente entre Colombia y Venezuela. Al preguntarle por esto, Gutiérrez comentó que este es un segundo emprendimiento que decidió instalar con su primo, debido a que en esta zona transitan muchos venezolanos. Además, contó que esta esquina es la puerta a un sitio donde viven varios de sus compatriotas: el barrio Pardo Rubio. Después de hablar con él, justo a lado nuestro, se empezó a formar una fila que llevaba a un punto de espera para tomar taxis. Ahí se encontraba Hernán Torres, bogotano de nacimiento, que creció y ha estado toda su vida en Pardo Rubio. Torres expresó que este servicio, que ofrece junto a otros compañeros, es una iniciativa que surgió hace aproximadamente tres décadas, debido al difícil acceso al transporte que tenían los habitantes de ese lugar. “Antes el barrio no estaba completamente pavimentado”, comentó, y también aclaró que este servicio se inició con el uso de camionetas, para luego transportarse en buses, carros particulares y, finalmente, llegar a la dinámica que hoy se maneja con los taxis. A pesar de que hoy los buses del SITP sí llegan a esta zona, la gente muchas veces prefiere utilizar este servicio debido a la comodidad, la confianza y el precio asequible, una apreciación que parece ser confirmada por la gran fila que se forma en horas pico. Por otra parte, mencionó que, sobre todo a partir de la pandemia, Pardo Rubio se convirtió en el hogar de decenas de familias venezolanas. Torres describió al barrio como un lugar tranquilo, aunque también reconoció que se ha producido un crecimiento acelerado: “Antes no había casas de más de un piso, ahora no se encuentran edificios con menos de cuatro”. Esto ha provocado que los precios de los arriendos se incrementen de manera considerable. Sin embargo, algo que no cambia es esta iniciativa de transporte propuesta por y para los habitantes del barrio. De manera aledaña a este servicio, se encuentran otros negocios, como la carreta de comidas y bebidas de don Alfonso, ubicada estratégicamente en medio de la fila, y el puesto de tintos y aromáticas de la señora Johanna. Ambos son migrantes venezolanos que han encontrado en esta esquina un medio por el cual subsistir. Al preguntarle a los transeúntes por el grafiti que se encuentra en este particular sitio, la mayoría dijo que, debido al ajetreo, no se han detenido a analizar el mensaje que intenta transmitir el mural y algunas personas, como Hernán Torres, mencionaron que nunca se habían fijado en esta pared de color vibrante por la que pasan día a día durante sus trayectos. No obstante, otros citadinos que circulan por ahí manifestaron que el mural “le da vida” a la zona y que propone un mensaje “interesante”. Bogotá es reconocida a nivel regional como la capital latinoamericana del grafiti, debido a la amplia presencia que tiene este tipo de arte en las calles. Si bien, debido al afán de la rutina, parece ser difícil detenerse a observar murales como este, una vez se hace este ejercicio, se revelan un sinfín de relatos que pueden ser contados. De acuerdo con el Concejo de Bogotá, en 2025 la capital albergaba a más de 600.000 venezolanos. Varios ciudadanos del país vecino han denunciado xenofobia y discriminación, por lo que un mural como este puede representar otra perspectiva para que los capitalinos se acerquen al tema de la migración. Si bien no se conoce si la ubicación de este mural fue intencional o no, este es un caso donde el arte apuesta por nuevas narrativas y discusiones colectivas desde el espacio público. De este modo, la frase “Emigro, luego existo”, pensada desde la experiencia de la diáspora venezolana en el barrio de Pardo Rubio, se resignifica día a día en este rincón de la ciudad.",2026-01-16T12:00:00Z,Micaela Abigail  Chiliquinga Sánchez,El Espectador,Colombia
4,“Hemos llegado a Berlín”: la migración venezolana vista desde la infancia,https://www.elespectador.com/el-magazin-cultural/hemos-llegado-a-berlin-la-migracion-venezolana-vista-desde-la-infancia/,"El cuento de Fanuel Hanán Díaz lleva a sus lectores uno de los lugares más transitados por la diáspora venezolana en Colombia. Entre la incertidumbre y la resistencia, la experiencia migrante venezolana ha encontrado en la cultura distintas maneras de manifestarse ante el mundo. Pero, ¿cómo se ve esta experiencia a través de los ojos de un niño? Esta pregunta fue planteada por el escritor Fanuel Hanán Díaz, quien vio en la literatura una oportunidad para arrojar luz sobre el recorrido que han realizado millones de sus compatriotas a lo largo de estos años, en los cuales el país fue sometido por el régimen de Nicolás Maduro. En esa búsqueda, la pluma de Díaz asumió el reto de convertirse en un puente para que las infancias migrantes fueran reconocidas. “Hemos llegado a Berlín: una travesía hacia la esperanza” es un libro ilustrado infantil que muestra el viaje emprendido por un niño junto a su familia a través del páramo de Berlín, uno de los lugares más transitados por la diáspora venezolana en Colombia. El cuento de Díaz recibió el Premio Nacional de Literatura Infantil Pedrito Botero en 2021, y este año llega a Colombia una nueva edición realizada por Panamericana, la cual acercará al público lector colombiano a la experiencia de la migración venezolana, desde el dolor y la inquietud que puede provocar este tipo de suceso en la niñez. En la primera página del libro se puede leer: “Ahora camino por el mundo soltando lágrimas”, una frase de “Me fui”, de Reymar Perdomo, canción que se ha convertido en un himno para los migrantes del vecino país. Esta primera mención da cuenta de un esfuerzo del autor por retratar aquella identidad colectiva que ha acompañado a los venezolanos en diferentes latitudes. Durante los últimos años el páramo de Berlín, ubicado entre Cúcuta y Bucaramanga, se ha convertido en un paso migratorio de gran relevancia, debido a su localización estratégica. No obstante, este extenso reservorio de agua también se volvió un lugar peligroso para los migrantes que han decidido emprender su recorrido por allí. Con una extensión de 195 kilómetros, temperaturas gélidas y aproximadamente entre 2.800 y 4.290 metros sobre el nivel del mar, el páramo alberga condiciones de gran dificultad para el tránsito de los migrantes. En 2018, varios medios de comunicación reportaron que al menos 17 venezolanos habían fallecido mientras cruzaban este ecosistema. En este cuento se describen las situaciones extremas a las que se enfrentan el niño de la historia y su familia. “Nos comentan que muchos han muerto al cruzarlo por el frío”, expresa el protagonista, mientras da detalles sobre el ambiente de Berlín. El paisaje descrito en el libro presenta un fuerte contraste. Mientras el niño admira las tonalidades de las montañas y los seres vivos que ahí habitan, como los pájaros o los árboles, también identifica al páramo como un lugar que pone en peligro su supervivencia: “Las montañas son infinitas, desde aquí parecen no terminarse nunca”. Esta dualidad construye este escenario como un sitio incierto, donde conviven la posibilidad de muerte y aquellos atisbos de esperanza que conservan los migrantes. En “Hemos llegado a Berlín” también conviven las dificultades propias de la migración: “Tampoco tenemos mucho más: llevamos la casa encima, los recuerdos”. Desde los ojos del protagonista, se hace evidente el desarraigo que experimenta el migrante y todo lo que se deja atrás en búsqueda de un mejor futuro. Otro punto de inflexión en la obra sucede cuando el niño menciona que se usan distintas palabras para referirse a ellos, como “venecos”, aunque él cree que se utiliza con “cariño”. La breve mención a este término se puede leer como una crítica a la xenofobia latente que se vive en distintos sectores del país y, a partir de la ingenuidad de la niñez, cuestiona el discurso cargado de violencia que se maneja en contra de los venezolanos. Por otra parte, el umbral de emociones expresado por el niño durante el relato demuestra la complejidad no solo de la situación migratoria, sino de la forma en la que las infancias se acercan a este tipo de circunstancias. La narración Díaz concibe a la niñez desde una dimensión humana: el lenguaje utilizado no es ambiguo. Se habla desde la claridad que puede resultar tan cruda como conmovedora. La escritura del autor venezolano diseña un lugar para escuchar las voces de las infancias migrantes y reconoce el valor que reside en sus historias y vivencias. Desde un notable cuidado, Díaz logra un acercamiento asertivo a la niñez: representa individuos que entienden lo que ocurre y que lo viven de manera profunda. A pesar de la hostilidad del entorno, el protagonista reconoce los gestos de apoyo que ha experimentado en este recorrido. Desde las historias que narran sus compatriotas hasta los esfuerzos comunitarios para mantenerse a salvo, como la señora que improvisa una fogata y su mamá que cumple con la función de enfermera, el niño encuentra una fuerza colectiva que se abre espacio en medio de tanta desolación. El libro termina con una escena incierta, pero cargada de fe. El grupo con el que está viajando el protagonista decide refugiarse durante la noche y, en medio de esta congregación, entonan al unísono un fragmento de la canción “Venezuela”: “Y tus recuerdos al atardecer me harán más corto el camino”. El niño menciona que aún no saben a dónde van, pero que han llegado a Berlín con esperanza. De acuerdo con cifras de Migración Colombia, en 2024 había 2.845.706 venezolanos en el territorio nacional, por lo que este tipo de narrativas pueden llevar a los colombianos a comprender con mayor profundidad el éxodo del país vecino. El mismo Díaz tuvo que migrar en 2014 y, en una entrevista para Infobae, declaró que esta historia tenía mucho que ver con su propia experiencia y “con el sentimiento de desarraigo que todos los migrantes llevamos a cuestas”. El contexto actual con la captura de Maduro y la intervención de Estados Unidos en Venezuela han dejado una serie de incógnitas y sentimientos disímiles. A pesar de la incertidumbre, la literatura sigue constituyéndose como un espacio para que las historias de los venezolanos sean contadas. Mientras eso suceda, seguirá habiendo lugar para la esperanza.",2026-01-13T23:00:00Z,Micaela Abigail  Chiliquinga Sánchez,El Espectador,Colombia
5,Los cambios en la migración de venezolanos a Cúcuta,https://www.elespectador.com/colombia/mas-regiones/lo-que-fue-y-lo-que-ahora-es-la-migracion-de-venezolanos-a-cucuta/,"Aunque la migración masiva disminuyó por el paso fronterizo, hoy persiste un flujo pendular, similar al que había antes del masivo éxodo, pero en el que median nuevas condiciones y motivaciones para cruzar. También hay una población que se estabilizó en Colombia y que requiere de otro tipo de atención a la que no se le está poniendo cuidado. Hace ocho años, María Ospino dejó Venezuela y cruzó la frontera por Cúcuta, en medio del éxodo masivo que llenó las calles de esa ciudad. Ospino trabajaba como enfermera en un hospital en Maracay, estado de Aragua, donde ya no tenía insumos ni condiciones dignas para atender pacientes. Esta es una de las razones que la llevó a decidir salir del país. “Me tocaba prestar los servicios en condiciones demasiado precarias, donde vi muchos niños que prácticamente nos tocaba dejarlos morir porque no había con qué atenderlos y los papás no tenían ni siquiera para comprar una inyección”, recordó Ospino. Llegó a Colombia con la ilusión de ejercer su profesión, pero se encontró con otra realidad: rechazo, estafas, trabajos informales y días en los que vivía con solo pan y café. Junto a ella, miles de venezolanos llegaron a Colombia entre 2017 y 2021, en uno de los éxodos más grandes que se ha presentado (en el país residen más de 2,8 millones de venezolanos, según Migración) y Cúcuta fue uno de los principales puertos de llegada. Por lo que a las altas tasas de desempleo y necesidades insatisfechas en la población nacional, se le sumó la emergencia migratoria, que principalmente atendieron organismos humanitarios e internacionales. Valentina Badillo, quien trabaja en apoyo psicosocial en la Fundación Arduvi, que asiste a venezolanos en condición de vulnerabilidad, recuerda que al principio se trató de una atención humanitaria inmediata. “Era una emergencia. Gente durmiendo en la calle, sin comida, sin baños, sin albergue. Había que responder rápido”, explicó. Ospino fue una de esas personas. El día que llegó la estafaron y perdió todas las cosas de valor que traía para vender. “Me dieron 25 mil pesos y yo pensé que era mucho. Me alcanzó para dos días de arriendo a 10 mil pesos”, mencionó. Por esto, tuvo que dedicarse a trabajos informales, desde vender dulces en la calle hasta trabajar haciendo aseo en viviendas. La migración ha cambiado En el último año, el paso de venezolanos ha bajado radicalmente, en gran parte por la serie de medidas que se han impuesto en Estados Unidos contra la migración, por lo que el tránsito en la frontera de Cúcuta con Táchira ha vuelto a ser pendular, como lo era mucho antes del gran éxodo. Con los cambios han ido desapareciendo las organizaciones de ayuda humanitaria, que no solo han menguado su trabajo por la reducción de personas que cruzan, sino también por la desaparición de la ayuda de USAID y la disminución de la cooperación internacional, principalmente desde que estalló la guerra en Ucrania. A diario se estima que alrededor de 35.000 personas cruzan por los tres puentes internacionales que unen los dos países por esta zona, mientras que los fines de semana la cifra se puede llegar a duplicar. Como los cruces son pendulares, muchos van y vuelven para abastecerse de alimentos y medicinas, mientras que otros viajan para trabajar o estudiar. La migración de venezolanos de todas formas no ha parado. Ya no cruzan alrededor de 150 personas diariamente, como ocurría en 2024, pero sí se mantiene un promedio de dos personas por día, de acuerdo con el observatorio de Migración Irregular en Tránsito de Migración Colombia. A la par, cerca de medio millón de migrantes se han asentado en Cúcuta. En el caso de Ospino, logró obtener la nacionalidad gracias a su padre, que era colombiano. Ese documento le abrió puertas para conseguir un trabajo como cuidadora y luego como auxiliar de enfermería. Los cambios en la migración, sumados a los mencionados, han exigido que asimismo se cambie la respuesta local a la asistencia humanitaria. Las organizaciones que aún sobreviven han adaptado su modelo de atención y ahora se concentran en la inserción laboral y el acompañamiento psicosocial a los venezolanos. “Ya no se trata solo de dar una ración de comida. Se trata de ayudar a las personas a estructurar una hoja de vida, entender sus derechos, sanar los duelos migratorios y construir una vida digna aquí”, explicó Badillo. Sobre esto, Ospino reconoce que el camino no ha sido fácil, especialmente por el rechazo a los migrantes. “Iba a buscar trabajo y me decían que no por ser venezolana. Para arrendar también”. En paralelo persisten barreras para quienes acaban de migrar, tanto por la falta de programas que faciliten su regularización, como las dificultades que siguen existiendo para hacer trámites consulares, la homologación del título de bachiller o el de formación profesional. “Quiero estudiar seguridad ocupacional, pero sin papeles, no me dejan avanzar”, dijo Ospino. A estos problemas se suman las dificultades de acceso a programas de salud, educación formal o de asistencia fuera de los que brindan organismos internacionales, además de los riesgos de caer en la trata de personas y hasta de que los venezolanos sean reclutados por grupos armados. La migración está cambiando, y cada una de sus variables requiere un tipo de atención en particular. Ospino señala que dentro de su plan de vida no está volver a Venezuela. “Por cualquier cosa, simplemente porque a ellos les da la gana, usted tiene que darles plata. Así sean cinco dólares, para que lo dejen pasar tranquilo”, pero ella misma ha visto como varios de sus allegados han decidido regresar ante las dificultades para estabilizarse tras migrar. El tránsito sigue, tanto de salida como de ingreso a Colombia, por lo que no solamente se requiere estructurar planes de atención en fronteras para quienes siguen saliendo, ahora de una forma más reducida y silenciosa, sino también de acogida, pues como lo señala Nastassja Rojas Silva, directora de Amnistía Internacional Venezuela, aunque ya no se vean las mismas cifras de años anteriores, aún se requieren muchas acciones para atender la migración.",2025-08-29T02:29:00Z,Valeria Gómez Caballero,El Espectador,Colombia
