Titulo,URL,Cuerpo,Fecha,Autor,Pais,Medio
Llegan a Venezuela 182 migrantes en un vuelo de repatriación desde Estados Unidos,https://www.elheraldo.co/mundo/2026/01/24/llegan-a-venezuela-182-migrantes-en-un-vuelo-de-repatriacion-desde-estados-unidos/,"Un total de 182 migrantes venezolanos regresaron a su país en un vuelo de repatriación proveniente de Arizona, Estados Unidos, informó este viernes el programa gubernamental Gran Misión Vuelta a la Patria.
En sus redes sociales, Vuelta a la Patria detalló que, del total de retornados, 149 son hombres, 23 son mujeres y 10 son niños, quienes regresaron en el cuarto vuelo de este año desde la captura del presidente Nicolás Maduro y de su esposa, la diputada Cilia Flores, el pasado 3 de enero en Caracas.
Caracas y Washington suscribieron un acuerdo migratorio a inicios del año pasado, que se mantuvo incluso en medio de las tensiones por el despliegue militar estadounidense en el mar Caribe y se reanudó el pasado 16 de enero, cuando se cumplieron casi dos semanas de la operación ordenada por el presidente estadounidense, Donald Trump, en suelo venezolano para capturar a Maduro.",2026-01-24T01:22:08Z,Agencia EFE,Colombia,El Heraldo
Llega a Venezuela un avión con 311 migrantes repatriados desde Estados Unidos,https://www.elheraldo.co/mundo/2026/02/06/llega-a-venezuela-un-avion-con-311-migrantes-repatriados-desde-estados-unidos/,"Un avión con 311 migrantes venezolanos repatriados desde Estados Unidos llegó este viernes a Venezuela, como parte de la Gran Misión Vuelta a la Patria , el programa estatal que gestiona los retornos al país suramericano.
Los migrantes fueron recibidos por la presidenta del programa Vuelta a la Patria, Camilla Fabri, quien es esposa del exministro y empresario Alex Saab, una de las personas más cercanas al presidente Nicolás Maduro.
En su Telegram, Vuelta a la Patria indicó que este es el vuelo 108 desde que Caracas y Washington suscribieron un acuerdo migratorio a inicios del año pasado, que se mantuvo incluso en medio de las tensiones por el despliegue militar estadounidense en el mar Caribe.",2026-02-06T21:45:39Z,Agencia EFE,Colombia,El Heraldo
“Cambiar la ciudad comienza con pequeños gestos”: Luis Meneses,https://www.elheraldo.co/sociedad/2026/07/20/cambiar-la-ciudad-comienza-con-pequenos-gestos/,"Hay historias que nacen de una necesidad y terminan convirtiéndose en un refugio para cientos de personas. Así ocurrió con la Fundación de Atención Inclusiva, Social y Humana ( FUVADIS ), una organización que surgió en medio de la crisis migratoria venezolana y que, con el paso de los años, amplió su misión hasta convertirse en un puente de apoyo para migrantes, personas que viven con VIH , población LGBTIQ+, mujeres, niños y jóvenes en condición de vulnerabilidad en Barranquilla.
Detrás de ese trabajo está Luis Meneses , director de la fundación, quien recuerda que todo comenzó en 2018, cuando la llegada masiva de migrantes evidenció las enormes dificultades que enfrentaban para acceder a servicios básicos.
“Muchas personas llegaban sin posibilidades de recibir atención en salud, apoyo jurídico o acompañamiento social. Queríamos convertirnos en ese lugar donde encontraran una mano amiga”, explicó a EL HERALDO.
Uno de los servicios que más impacto ha generado es el acompañamiento jurídico y psicosocial, desarrollado mediante alianzas con universidades como la del Norte y la de la Costa . Allí brindan orientación en procesos relacionados con solicitudes de refugio, regularización migratoria, permisos de permanencia para menores, casos de manutención y remisiones para atención en salud mental y consumo de sustancias psicoactivas.
Si hubo un momento que puso a prueba el trabajo de FUVADIS, fue la pandemia del Covid-19. Poco después de inaugurar su primer centro de atención para migrantes en el barrio El Recreo, las restricciones sanitarias cambiaron por completo la realidad de miles de familias que también comenzaron a buscar ayuda.
Fue entonces cuando organizaciones internacionales como ACNUR, OIM, UNICEF, World Vision , Acción contra el Hambre, el Consejo Noruego para Refugiados y el Consejo Danés para Refugiados confiaron en la fundación para llevar asistencia humanitaria a quienes más la necesitaban. Ese respaldo permitió consolidar el trabajo comunitario que hoy caracteriza a la organización .
Uno de los programas que más orgullo genera en FUVADIS es ‘Seguir Viviendo’, iniciativa dirigida a personas con diagnóstico positivo de VIH. Durante tres años, gracias al respaldo de Open Society Foundations , la fundación logró acompañar a pacientes que llegaban con condiciones de salud críticas, facilitando el acceso a tratamientos antirretrovirales y mejorando significativamente su vida .
“Ver a personas que llegaron con un pronóstico muy complicado, recuperar su salud ha sido una de nuestras mayores satisfacciones. Aunque actualmente ese programa no cuenta con financiación activa, nosotros continuamos orientando a quienes buscan apoyo mediante remisiones a instituciones aliadas como Profamilia, la Secretaría Distrital de Salud y otras organizaciones especializadas”, mencionó Meneses.
En paralelo, uno de sus proyectos con mayor impacto comunitario funciona cada sábado en el sector de Caribe Campestre, donde, en alianza con la Alcaldía de Barranquilla , opera un comedor comunitario que beneficia a cerca de 200 niños y niñas. Mientras la administración distrital aporta los alimentos, FUVADIS coordina el trabajo de líderes comunitarios y voluntarios encargados de preparar y servir cada jornada alimentaria.
Actualmente, la fundación concentra buena parte de sus esfuerzos en el trabajo preventivo con niños, adolescentes y jóvenes. A través de actividades deportivas, culturales y formativas buscan alejarlos del consumo de sustancias psicoactivas y de la delincuencia, ofreciendo alternativas para construir proyectos de vida.
“En ese propósito hemos tejido alianzas con entidades como el SENA, Opportunity International y World Vision , que apoyan procesos de formación para el emprendimiento, el fortalecimiento de capacidades y la inserción laboral”, mencionó.
Según Meneses, varios jóvenes de sectores como Caribe Campestre y Ciudad de la Paz participan cada semana en programas que les permiten desarrollar habilidades para acceder a oportunidades educativas y laborales.
“El mayor patrimonio de la organización no son los recursos económicos, sino la confianza construida durante años de trabajo en los barrios. Nuestra carta de presentación son los hechos. Las personas creen en nosotros porque han visto que realmente trabajamos por quienes más lo necesitan. Cambiar una ciudad comienza con pequeños gestos”, afirmó a esta cada editorial.",2026-07-20T03:01:04Z,Sheyla Stefanell,Colombia,El Heraldo
“Cuidadito le toca un pelo a un venezolano”: la advertencia de Maduro a Kast,https://www.elheraldo.co/mundo/2025/12/16/cuidadito-le-toca-un-pelo-a-un-venezolano-la-advertencia-de-maduro-a-kast/,"El presidente de Venezuela, Nicolás Maduro , advirtió este lunes al mandatario electo de Chile, José Antonio Kast, que evite meterse con los migrantes venezolanos en ese país, en medio de los señalamientos que, asegura, está haciendo contra sus compatriotas.
“Usted podrá ser pinochetista convicto y confeso, pero cuidadito le toca un pelo a un venezolano , los venezolanos se respetan. ¡Cuidadito! Escúcheme bien, oyó, que el que se mete con Venezuela se seca y usted se puede secar aceleradamente, señor Kast”, dijo el gobernante en su programa de televisión ‘Con Maduro+’, transmitido por el canal estatal Venezolana de Televisión (VTV).
En ese contexto, Maduro invitó a sus compatriotas “con mucho respeto” a volver al país y anunció un plan especial de apoyo para los venezolanos en Chile que quieran regresar a través del programa gubernamental Vuelta a la Patria, que estará coordinado por la vicepresidenta, Delcy Rodríguez, y la presidenta de ese plan, Camilla Fabri.
“Si yo pudiera enviar 100 aviones para traérmelos en boletos gratis a toditos lo haría mañana, como nos estamos trayendo a todos los migrantes de Estados Unidos, liberándolos y rescatándolos del presidio (...) todo el que se quiera regresar tendrá nuestro apoyo decidido”, añadió.
Ultraliberal en lo económico, Kast se convertirá en marzo en el primer pinochetista en llegar al poder tras el fin de la dictadura hace 35 años luego de imponerse en las 16 regiones del país y cerrar la segunda victoria en segunda vuelta más amplia desde el retorno a la democracia (la primera fue la de Michelle Bachelet contra Evelyn Matthei en 2013).
Uno de los ejes centrales de Kast es el tema migratorio. Centró su discurso en la expulsión de inmigrantes en situación irregular, aunque durante la campaña fue moderando el tono y llegó a plantear que buscaba “invitarlos a salir” del país.
En su plan denominado ‘Escudo Fronterizo’ , con claras similitudes a la política de Trump, llevada a cabo por el Servicio de Control de Inmigración y Aduanas (ICE), defiende la instalación de muros de más de 5 metros de altura, zanjas, drones con reconocimiento facial y radares térmicos.
También defiende el uso de la fuerza del Estado en los casos necesarios en la frontera. Asimismo, se comprometió a sancionar a los empleadores que contraten inmigrantes irregulares y prohibirá alquilar viviendas a este tipo de inmigrante.",2025-12-16T01:21:55Z,Agencia EFE,Colombia,El Heraldo
"Con bandera en mano, venezolanos en Barranquilla celebran captura de Maduro en la Plaza de la Paz",https://www.elheraldo.co/atlantico/2026/01/04/con-bandera-en-mano-venezolanos-en-barranquilla-celebran-captura-de-maduro-en-la-plaza-de-la-paz/,"Un grupo significativo de venezolanos adelantó una manifestación en la Plaza de la Paz en la tarde de este sábado 3 de enero, horas después de que Estados Unidos anunciara la captura del presidente Nicolás Maduro.
“Estamos bastante emocionados por lo que ha sucedido con el dictador Maduro. Gracias a Dios todo fue estratégicamente bien planeado y no hubo tanta sangre derramada como se tenía previsto. Estamos a la expectativa de lo que se presente en los últimos días”, expresó David Cabarcas.
“Estamos llenos de regocijo porque tenemos un poquito de esperanza. No es una situación fácil; nosotros no estamos celebrando un bombardeo, no estamos celebrando un triunfo, porque esto apenas comienza, pero sentimos que es esa luz al final del túnel que necesitaban los venezolanos para poder salir de esa dictadura que ya lleva veintiséis años en el gobierno”, expresó Denis González, una joven de 19 años.
De acuerdo con la Agencia EFE, el avión militar Boeing 757 que trasladó al presidente venezolano, Nicolás Maduro , aterrizó este sábado en Nueva York , donde está previsto que comparezca en los próximos días ante un tribunal federal para responder a acusaciones de narcoterrorismo y otros tres cargos, tras haber sido detenido hoy por fuerzas estadounidenses en Caracas.
El mandatario venezolano arribó al aeropuerto internacional Stewart, donde decenas de agentes de distintas agencias federales, como el FBI o la Administración de Control de Drogas (DEA) ingresaron al avión.",2026-01-04T01:31:55Z,Redacción Locales,Colombia,El Heraldo
Llegan a Venezuela 172 migrantes repatriados desde Estados Unidos pese a “bloqueo aéreo”,https://www.elheraldo.co/mundo/2025/12/05/llegan-a-venezuela-172-migrantes-repatriados-desde-estados-unidos-pese-a-bloqueo-aereo/,"Un avión proveniente de EE. UU. con 172 migrantes venezolanos repatriados aterrizó este viernes en el aeropuerto internacional de Maiquetía, que sirve a Caracas, pese al “bloqueo aéreo” denunciado por Venezuela en su contra, tras el aviso de las autoridades estadounidenses de “extremar la precaución” al sobrevolar este territorio y el sur del Caribe.
En una publicación en Telegram, el Ministerio de Interior de Venezuela precisó que llegaron 141 hombres, 26 mujeres, 2 niñas y 3 niños, todos provenientes de Phoenix, Arizona, en un vuelo gestionado por la aerolínea Eastern.
El pasado sábado, el presidente estadounidense, Donald Trump, afirmó que el espacio aéreo de Venezuela debía considerarse “cerrado en su totalidad”, un mensaje que Caracas repudió “con absoluta contundencia”.
El despacho de Interior consideró la declaración de Trump como una medida “arbitraria y violatoria del derecho internacional” que, agregó, “busca disminuir la movilidad y la conectividad” del país suramericano.
El martes, sin embargo, el Ministerio de Transporte de Venezuela informó que el Gobierno autorizó la llegada de los vuelos operados por Eastern Airlines, que habitualmente aterrizan en el país dos veces por semana -miércoles y viernes-, tras recibir una solicitud de la Administración de Trump.
El de este viernes es el segundo vuelo con migrantes que aterrizó esta semana en el país procedente de Estados Unidos, cuando el Aeropuerto Internacional Simón Bolívar de Maiquetía, el principal del país, opera sin vuelos de compañías aéreas privadas, tras una cascada de cancelaciones.
El miércoles llegó un vuelo desde Arizona con 266 repatriados. También llegaron esta semana dos vuelos provenientes de México, gestionados por la estatal Conviasa, con 304 y 259 migrantes retornados, respectivamente.
Hace dos semanas, el 21 de noviembre, la Administración Federal de Aviación (FAA, en inglés) de EE.UU. instó a “extremar la precaución” al sobrevolar Venezuela y el sur del Caribe ante lo que considera “una situación potencialmente peligrosa” en la zona.
En estas últimas dos semanas, más de una decena de aerolíneas extranjeras han anunciado cancelaciones temporales de vuelos desde y hacia Venezuela, un país que ya tenía una baja oferta de conexiones internacionales directas.",2025-12-05T19:41:36Z,Agencia EFE,Colombia,El Heraldo
Abren convocatoria para que jóvenes colombianos y migrantes en Barranquilla aprendan inglés de forma gratuita,https://www.elheraldo.co/atlantico/2026/01/23/abren-convocatoria-para-que-jovenes-colombianos-y-migrantes-en-barranquilla-aprendan-ingles-de-forma-gratuita/,"Hasta el próximo miércoles 28 de enero estará disponible la convocatoria ‘Cuando sabes inglés se nota’, liderada por la Fundación Santo Domingo y GitLab Foundation, Compartamos con Colombia y CAC-Eurocentres, para apoyar la formación y empleabilidad de los jóvenes colombianos y migrantes que residen en Barranquilla y su área metropolitana.
De acuerdo con Daniel Gonzales, director de Inversión Social de la Fundación Santo Domingo, el programa tiene como objetivo el desarrollo del bilingüismo para facilitar el acceso a oportunidades económicas y la integración socioeconómica de la población migrante en la ciudad.
“La migración, cuando se gestiona con visión y estrategia, es un motor de desarrollo. El bilingüismo, cuando se nota, es una herramienta comprobada para conseguir empleos más rápidamente y con mejores ingresos. El desafío está en impulsar alianzas y mecanismos que promuevan una empleabilidad incluyente, especialmente para los jóvenes”, aseguró.
En ese sentido, la convocatoria está dirigida a jóvenes entre 18 y 28 años, ubicados en Barranquilla y su área metropolitana, con un nivel mínimo A2 de inglés, que sean colombianos con Sisbén IV, categoría C, o migrantes venezolanos con Permiso por Protección Temporal (PPT) o cédula de extranjería.
Las personas interesadas en postularse pueden hacerlo a través del siguiente enlace: https://cacenglish.com.co/nova-inscripcion/ o a través de los canales oficiales de la Fundación Santo Domingo, como su página web www.fundacionsantodomingo.org",2026-01-23T22:26:12Z,Redacción Locales,Colombia,El Heraldo
"Maduro dice que “persiguen, golpean, desaparecen y torturan” a jóvenes venezolanos en EE. UU.",https://www.elheraldo.co/mundo/2025/11/13/maduro-dice-que-persiguen-golpean-desaparecen-y-torturan-a-jovenes-venezolanos-en-ee-uu/,"El presidente de Venezuela, Nicolás Maduro , denunció este jueves que en Estados Unidos “persiguen, golpean, desaparecen y torturan” a jóvenes migrantes del país suramericano, a quienes luego, dijo, “expulsan a patadas”.
En un encuentro con jóvenes chavistas, el mandatario expresó que “en los años más duros”, entre 2017 y 2020, hubo lo que llamó “cantos de sirena falsos” que, aseguró, “se llevaron a muchos jóvenes hacia el norte”.
Según el jefe de Estado, el vencimiento el pasado viernes del Estatus de Protección Temporal (TPS) que protegía a migrantes venezolanos en EE.UU. afectó a “más de 300.000” personas, de las cuales, indicó, la mitad son jóvenes.
“Los persiguen en el norte y amenazan a Venezuela con una invasión”, dijo Maduro, en referencia al despliegue militar estadounidense en el mar Caribe cerca de la nación suramericana, lo que Washington defiende como una operación contra el narcotráfico y Caracas denuncia como una “amenaza” para propiciar un “cambio de régimen” y sacar del poder al chavismo, que gobierna el país desde 1999.
Miles de venezolanos han sido deportados de EE.UU. este año y enviados a su país como parte de un acuerdo suscrito entre la Casa Blanca y Miraflores, sin relaciones diplomáticas desde 2019, lo que continúa pese a las tensiones acrecentadas desde agosto, cuando comenzó la movilización naval y aérea del país norteamericano.
El miércoles, Human Rights Watch (HRW) reveló que los 252 migrantes venezolanos enviados por la Administración de Donald Trump al Centro de Confinamiento del Terrorismo (Cecot), en El Salvador, denunciaron haber sido víctimas de torturas.",2025-11-13T23:59:42Z,Agencia EFE,Colombia,El Heraldo
Kast habla con Noboa sobre la creación de un corredor para retorno de migrantes venezolanos,https://www.elheraldo.co/mundo/2025/12/24/kast-habla-con-noboa-sobre-la-creacion-de-un-corredor-para-retorno-de-migrantes-venezolanos/,"El presidente electo de Chile, el ultraderechista José Antonio Kast , aseguró este martes que habló con el presidente Daniel Noboa sobre su propuesta de crear un “corredor humanitario” que permita a migrantes en sus países regresar a Venezuela , algo que ya había planteado la semana pasada en Buenos Aires, cuando se reunió con el mandatario argentino Javier Milei.
“Lo que hemos planteado en esta gira es ver cómo se puede realizar un corredor humanitario para personas que están de manera irregular en Chile, Perú y Ecuador puedan volver a su patria y también solicitarle al Gobierno venezolano que abra las puertas de su frontera para que aquellas personas que quieran volver puedan hacerlo”, dijo Kast en una rueda de prensa en un hotel de la capital.
Aunque no precisó qué le había contestado el mandatario ecuatoriano, Kast aseguró que todos estaban “conscientes del problema” y que tenían “la misma sensación provocada por un gobernante que es ilegítimo en Venezuela”, en referencia al presidente Nicolás Maduro .
Aseguró que él solo estaba realizando “planeamientos” ya que el manejo de la política exterior le corresponde aún al presidente Gabriel Boric , pero que sí podría “ir anticipando, adelantando el trabajo” para que cuando asuma el poder ya “existan lazos y vínculos” que le “faciliten el trabajo”.
“Es muy importante que nosotros, entre todos, veamos cómo solucionar el problema que hoy día genera una nación como Venezuela, bajo una dictadura que ha provocado que más de 8 millones de personas salgan de su patria y vayan a distintos países”, añadió.
Kast también señaló que esperaba que el presidente de Colombia, Gustavo Petro , “entienda la crisis humanitaria que se está viviendo” y apeló a que “pueda interceder frente a lo que hoy día se vive en Venezuela”.
Con respecto a las operaciones militares que Estados Unidos está realizando en el Caribe , Kast dijo que a Chile no le correspondía pronunciarse sobre lo que está haciendo “otro país que también se ve afectado por las acciones que realiza una dictadura”.
“Lo que sí tengo claro es que los efectos negativos que ha generado el Gobierno dictatorial de Venezuela están afectando la calidad de vida de todo el continente y espero que sea resuelto a la brevedad. Y sea cual sea la fórmula. La fórmula que había elegido el pueblo venezolano era la vía democrática y hay alguien que se robó el poder y que se apropió del poder”, puntualizó.
“Lo que vayamos a hacer hacia adelante va a en esa línea de mayor seguridad, mayor libertad, para que cada nación decida libremente su destino democrático sin la interferencia de dictaduras o de organizaciones criminales”, agregó.",2025-12-24T02:38:58Z,Agencia EFE,Colombia,El Heraldo
"Llegan a Venezuela 200 migrantes repatriados desde Estados Unidos, entre ellos trece niños",https://www.elheraldo.co/mundo/2025/11/08/llegan-a-venezuela-200-migrantes-repatriados-desde-estados-unidos-entre-ellos-trece-ninos/,"Estos vuelos, de acuerdo al Ejecutivo de Nicolás Maduro, forman parte de la Gran Misión Vuelta a la Patria, un programa gubernamental que facilita el retorno voluntario de migrantes.
Un total de 200 migrantes retornaron este viernes a Venezuela en un vuelo desde Texas, Estados Unidos , entre ellos trece niños , informó el Ministerio de Interior y Justicia del país suramericano.
Lea más: González Urrutia y Machado dicen que pidieron revisar la situación de TPS para venezolanos
A través de una publicación en Instagram, la cartera de Estado indicó que entre los retornados -además de los niños- había 157 hombres y 29 mujeres , sin precisar sobre el pasajero restante.
Según la nota oficial, se trata del vuelo número 84 de venezolanos repatriados , la mayoría desde Estados Unidos, que aterriza en el país en lo que va de año.
Igualmente, de acuerdo a información del canal estatal Venezolana de Televisión (VTV), los migrantes recibieron atención médica, orientación migratoria y “acompañamiento institucional para facilitar su estadía en el país”.
El jueves, un grupo de 166 venezolanos regresaron a su país tras ser deportados de Estados Unidos , según informó la Policía Nacional Bolivariana (PNB) en Telegram.
Ver más: El sujeto que agredió la presidenta de México, Claudia Sheinbaum, es procesado penalmente por otro abuso sexual
La PNB señaló que entre los retornados había 154 hombres y 12 mujeres que, dijo, fueron recibidos por los “órganos de seguridad ciudadana, quienes aplicaron los protocolos correspondientes”.
Estos vuelos, de acuerdo al Ejecutivo de Nicolás Maduro, forman parte de la Gran Misión Vuelta a la Patria, un programa gubernamental que facilita el retorno voluntario de migrantes.
El plan se retomó en febrero de este año, luego de que Caracas y Washington, sin relaciones diplomáticas desde 2019, suscribieran un acuerdo de deportación el pasado enero.
EL HERALDO S.A. Prohibida la reproducción y utilización, total o parcial, de los contenidos en cualquier forma o modalidad, sin previa, expresa y escrita autorización, incluyendo su mera reproducción y/o puesta a disposición con fines comerciales, directa o indirectamente lucrativos. 2000 - 2024 ©
PBX: (57) (5) 3715000 Línea de atención: (57) (5) 3855050 / 018000 512200 Calle 53B N° 46 - 25, Barranquilla - Atlántico Bogotá: 3204982967",2025-11-08T03:24:09Z,Agencia EFE,Colombia,El Heraldo
Organizaciones de venezolanos en Barranquilla refuerzan el acompañamiento a su comunidad,https://www.elheraldo.co/atlantico/2026/01/03/organizaciones-de-venezolanos-en-barranquilla-refuerzan-el-acompanamiento-a-su-comunidad/,"Muchos venezolanos llegaron a pensar que la dictadura en Venezuela sería como la que atraviesa Cuba: de muchos años. Sin embargo, este sábado 3 de enero este pensamiento cambió en un santiamén luego de que el presidente de Estados Unidos , Donald Trump, anunciara a través de la red social X que capturó a Nicolás Maduro y a su esposa, Cilia Flores.
Desde la madrugada de este tercer día del 2026, un sentir de libertad y esperanza invadió no solo a los venezolanos que residen en su país natal, sino también a aquellos que hace tiempo decidieron emigrar a otros lares impropios en busca de hacer una vida alejados de la dictadura .
Pilín León, presidenta de Venezolanos en Barranquilla, también prefiere calificar este suceso como la oportunidad de tener un nuevo aliento: “no solamente era la esperanza, sino el aliento, que a veces se desinfla, y esta otra vez volvimos a respirar y a tomar este aliento para salir, no solamente de Maduro, sino de todos los demás, porque eso es importante”.
“La gente va a esperar cuáles son las próximas acciones y, una vez que vean consolidada una acción verdadera de salida y de anulación de los cuerpos de seguridad del narcorrégimen, va a haber un regreso, sobre todo de la población más vulnerable, que va a buscar su terruño, su casa, las poquitas cosas que dejaron en el país”, informó.
La presidenta Pilín informó a esta casa editorial que, hasta el momento, están desplegando un apoyo a la comunidad venezolana en Barranquilla a través de desmantelar información falsa. Con su programa ‘Con pie derecho’ , han compartido información veraz, verídica, auténtica y verificada sobre la coyuntura.
“Estamos articulando no solamente con los generadores de opinión, sino con los medios de comunicación legítimos y veraces, para que lo que se difunda por redes sociales —que es muy susceptible a fake news , a inundación de bots por parte de quienes buscan generar desinformación— pueda ser contrarrestado con información veraz. Este es nuestro primer paso”, aclaró.
Puso de presente que, una vez se conozca las próximas acciones, se reunirá con su equipo para definir el siguiente paso. De esta manera, reiteró su llamado a la prudencia , puesto que les preocupa que los órganos de represión venezolanos estén activos y se genere una persecución, capturas masivas, detenciones, arbitrariedades y torturas para buscar a los líderes de la oposición al régimen dictatorial.
“Vamos, por lo pronto, a estar muy unidos, tratando de orientar a la gente para ver las próximas disposiciones que pudiera sugerir María Corina Machado, que es la líder luego del presidente. Esperamos ver qué directrices hay para, de una u otra manera, hacerlo de forma pacífica, recordando que nosotros no somos políticos ni nada de eso, pero estamos del lado de la democracia, del lado de los venezolanos, del lado de la humanidad”, sentenció Thailer Fiorillo, presidente de la fundación.",2026-01-03T16:26:49Z,Linda Donado,Colombia,El Heraldo
Un avión con 128 venezolanos repatriados llega a Venezuela desde Estados Unidos,https://www.elheraldo.co/mundo/2026/01/26/un-avion-con-128-venezolanos-repatriados-llega-a-venezuela-desde-estados-unidos/,"El avión fue operado por la aerolínea estadounidense Eastern Airlines y aterrizó en el Aeropuerto Internacional Simón Bolívar de Maiquetía, que sirve a la ciudad de Caracas, según imágenes del Ministerio de Interior y Justicia publicadas en su cuenta de Instagram.
Este vuelo es el número 103 desde que Caracas y Washington suscribieron un acuerdo migratorio a inicios del año pasado, que se mantuvo incluso en medio de las tensiones por el despliegue militar estadounidense en el mar Caribe.
El pasado viernes, un total de 182 migrantes venezolanos regresaron a su país en un vuelo de repatriación proveniente de Arizona, Estados Unidos, informó entonces el programa gubernamental Gran Misión Vuelta a la Patria.",2026-01-26T22:17:07Z,Agencia EFE,Colombia,El Heraldo
Presidente electo de Chile propone crear un “corredor” para devolver a los migrantes a sus países de origen,https://www.elheraldo.co/mundo/2025/12/16/presidente-electo-de-chile-propone-crear-un-corredor-para-devolver-a-los-migrantes-a-sus-paises-de-origen/,"El presidente electo de Chile, José Antonio Kast , propuso crear un “ corredor humanitario ” para devolver a los migrantes a sus países de origen, durante una conferencia de prensa ofrecida este martes en Buenos Aires, donde mantuvo un encuentro con el presidente argentino, Javier Milei.
La migración “ha afectado gravemente a nuestra nación, que tenía un nivel de desarrollo económico importante, lo cual la hace atractiva a muchas personas que vienen huyendo de países que han destruido su economía y que vienen de ahí porque no tienen destino”, agregó.
“La invitación es que, si alguien quiere estar en Chile y está en situación irregular, tome sus cosas, se vaya y después postule a ingresar de nuevo con todos los papeles en regla, como corresponde”, dijo Kast.
El presidente electo de Chile defendió durante su campaña medidas como la construcción de muros y vallas en las fronteras del país, el uso de la violencia contra el narcotráfico, una reducción millonaria del gasto público y la expulsión masiva de los migrantes irregulares que se encuentran en Chile.
En su plan denominado ‘Escudo Fronterizo’, con claras similitudes con la política del presidente estadounidense, Donald Trump, llevada a cabo por el Servicio de Control de Inmigración y Aduanas (ICE), defiende la instalación de muros de más de 5 metros de altura, zanjas, drones con reconocimiento facial y radares térmicos.",2025-12-16T19:57:38Z,Agencia EFE,Colombia,El Heraldo
"EE. UU. ha enviado esta semana a 22 migrantes cubanos a base naval en Guantánamo, según NYT",https://www.elheraldo.co/mundo/2025/12/17/ee-uu-ha-enviado-esta-semana-a-22-migrantes-cubanos-a-base-naval-en-guantanamo-segun-nyt/,"Los detenidos fueron trasladados desde Luisiana a la base naval en un vuelo chárter del Servicio de Control de Inmigración y Aduanas (ICE).
El Gobierno de Estados Unidos ha trasladado esta semana a 22 inmigrantes cubanos a su base naval en Guantánamo (Cuba), según informa The New York Times (NYT).
Leer más: Trump anunciaría la guerra con Venezuela en la noche de este miércoles, según el periodista Tucker Carlson
El rotativo, que cita a fuentes familiarizadas con el asunto, indica que los hombres son los primeros cubanos trasladados a Guantánamo desde enero.
Ese mes, la Administración del presidente Donald Trump creó un centro de detención para albergar a migrantes pendientes de ser deportados de EE.UU., recuerda el periódico neoyorquino.
No olvide leer: Detienen a un joven de 22 años por el ciberataque al Ministerio de Interior francés
En concreto, los detenidos fueron trasladados desde Luisiana a la base naval en un vuelo chárter del Servicio de Control de Inmigración y Aduanas (ICE).
Cinco de los inmigrantes son “extranjeros ilegales de alta amenaza”, dijo al medio un funcionario del Departamento de Defensa que prefirió preservar su anonimato.
Lea acá: Museo del Louvre reabre parcialmente a pesar de la huelga de sus trabajadores
Según el NYT, estos cinco detenidos probablemente permanecerán en un espacio en el que antes se retenía a sospechosos de formar parte del grupo terrorista Al Qaeda.
Por su parte, la portavoz del Departamento de Seguridad Nacional (DHS), Tricia McLaughlin, indicó al rotativo que entre los detenidos en la base hay personas con “antecedentes por homicidio, secuestro, agresión, lesiones, obstrucción de la justicia y crueldad hacia un niño”.
El traslado de migrantes a Guantánamo fue ordenado por Trump tras su regreso al poder en enero, cuando decretó la construcción de un centro de detención en esa base naval en Cuba con capacidad para unas 30.000 personas.
No olvide leer: Venezuela dice que no habrá petróleo “regalado ni robado” para ningún “poder extranjero”
Muchos de los migrantes enviados a Guantánamo son venezolanos que el Gobierno de Trump vinculó con la banda del Tren de Aragua.
Hasta mayo, la Administración del republicano gastó unos 21 millones de dólares en vuelos para trasladar a apenas unos cientos de migrantes desde EE.UU. a Guantánamo, según datos del Pentágono.
EL HERALDO S.A. Prohibida la reproducción y utilización, total o parcial, de los contenidos en cualquier forma o modalidad, sin previa, expresa y escrita autorización, incluyendo su mera reproducción y/o puesta a disposición con fines comerciales, directa o indirectamente lucrativos. 2000 - 2024 ©
PBX: (57) (5) 3715000 Línea de atención: (57) (5) 3855050 / 018000 512200 Calle 53B N° 46 - 25, Barranquilla - Atlántico Bogotá: 3204982967",2025-12-17T19:57:30Z,Agencia EFE,Colombia,El Heraldo
