Titulo,URL,Cuerpo,Fecha,Autor,Pais,Medio
Política pública para venezolanos,https://www.elheraldo.co/editoriales/2017/10/15/politica-publica-para-venezolanos-412251/,"La falta de políticas públicas para la atención integral de los venezolanos que a diario ingresan al país está a punto de convertir la crisis humanitaria de los inmigrantes en una bomba de tiempo en las calles de cualquier ciudad colombiana.
El aumento en la migración de venezolanos y colombo-venezolanos que han regresado al país ya pasa factura en capitales como Barranquilla, donde cientos de ellos han empezado a levantar casas de madera en una zona de alto riesgo a la que le han dado el nombre de ‘Villa Caracas’, y los que no tienen ni para las tablas duermen en las calles, en la Terminal de Transportes, debajo de los puentes o donde los sorprenda la noche.
Según los datos más recientes de la Personería, son 25 mil los venezolanos que han llegado a Barranquilla en busca del ‘sueño colombiano’, que no es otro que el de conseguir dinero en cualquier actividad fija o temporal para enviar a sus familias al otro lado de la frontera.
Un punto que ha sido planteado por los gobernadores es la creación de un documento Conpes (Consejo Nacional de Política Económica y Social) que encamine acciones integrales y estructurales para atender la crisis en todas las regiones.
El primer paso no puede ser otro que la realización de un censo de actualización de las cifras migratorias en todo el país, para luego diseñar un sistema de información que permita obtener datos precisos en materia de salud, educación y empleo.
De acuerdo con las cifras de Migración Colombia, al menos 350.000 venezolanos han ingresado al país para quedarse de forma definitiva desde 2015. Son los casos que figuran en los registros, pero el número de migrantes que entra de manera irregular es imposible de verificar.
La atención a la población más vulnerable llegada del vecino país debe ser prioritaria, es decir, a los niños, ancianos y mujeres en estado de gestación. El derecho a la educación y la salud tiene que estar garantizado para ellos.",2017-10-15T15:00:00Z,,Colombia,El Heraldo
Perú sube a cinco años de residencia en el país para solicitar la nacionalidad,https://www.elheraldo.co/mundo/2025/08/16/peru-sube-a-cinco-anos-de-residencia-en-el-pais-para-solicitar-la-nacionalidad/,"La nueva ley de nacionalidad promulgada por el Ejecutivo peruano introduce algunos cambios para reforzar los filtros de seguridad, entre los cuales se encuentra el incremento a 5 años de residencia en el país para que un extranjero pueda solicitar su naturalización o nacionalidad, así como a 4 años en caso de matrimonio, según informó este sábado la autoridad migratoria.
La ley de Nacionalidad establece la facultad de denegar la nacionalidad a las personas que representen una amenaza para la integridad y el orden interno, así como mecanismos especiales de verificación con la finalidad de prevenir el fraude documental, indicó la Superintendencia Nacional de Migraciones en una nota de prensa.
Hasta la fecha, el requisito de residencia migratoria mínima en el Perú para solicitar la naturalización era de dos años, continuos e inmediatos, el cual se ha incrementado a cinco años y la acreditación de ingresos lícitos por 10 Unidades Impositivas Tributarias anuales (15.000 dólares) con tributación formal.
Para las opciones de distinción meritoria, otorgada por el Congreso a petición del Ejecutivo, se exigirá 2 años de residencia, de la misma forma que en el caso de la distinción de deportista calificado.
Migraciones recordó que los requisitos generales para solicitar la nacionalidad son la evaluación de idioma, conocimientos de historia, geografía, Constitución, cultura y actualidad; c ontrol de antecedentes vía INTERPOL y pasaporte vigente del país de origen, entre otros.
En la actualidad, la mayor comunidad extranjera en Perú es la venezolana con más de 1,7 millones de personas, de las cuales sólo 600.000 tienen estatus migratorio regular , según cifras de Migraciones hasta diciembre pasado.",2025-08-16T16:40:22Z,Agencia EFE,Colombia,El Heraldo
Migración Colombia socializa en Valledupar los derechos y deberes de la población migrante,https://www.elheraldo.co/cesar/2025/09/22/migracion-colombia-socializa-en-valledupar-los-derechos-y-deberes-de-la-poblacion-migrante/,"Migración Colombia , a través del Centro Facilitador de Servicios Migratorios de Valledupar, socializará los derechos y deberes que contribuyan al cumplimiento de las obligaciones de los Estados y prioricen los derechos de los migrantes , conforme al derecho internacional.
La actividad estará dirigida a la población migrante venezolana , y se realizará el próximo 24 de septiembre, a partir de las 9:00 a.m. en el Salón Nabusimake de la Universidad Andina de la capital del Cesar . Durante el evento, se brindarán conocimientos a los funcionarios públicos sobre las herramientas y competencias necesarias para mejorar la gestión pública y la atención al ciudadano.
La “Socialización de Deberes y Derechos” a entidades del Estado contará con la participación de entidades del orden nacional, departamental y municipal, así como de un funcionario del nivel central, la Directora Regional Guajira-Cesar, Sildana Montero Villazón, y representantes del Centro Facilitador de Servicios Migratorios de Valledupar.
De acuerdo con la entidad nacional, entre los temas a tratar, se darán a conocer los principios fundamentales de la migración, los derechos humanos de los migrantes, las obligaciones del Estado para proteger a los migrantes contra la trata, la xenofobia, el tráfico de migrantes y otras formas de abuso , así como las medidas para garantizar el acceso a servicios esenciales como la salud, la educación y otros servicios sociales, entre otros.",2025-09-22T21:06:30Z,Milagro Sanchez Florez,Colombia,El Heraldo
"Discurso de Trump en la Asamblea de la ONU: críticas a Putin, migración y más bombardeos al ‘narco’ en el Caribe, los temas clave",https://www.elheraldo.co/mundo/2025/09/23/criticas-a-putin-llamado-a-detener-la-migracion-y-anuncio-de-mas-bombardeos-al-narco-en-el-caribe-lo-que-dijo-trump-en-la-asamblea-de-la-onu/,"El presidente de Estados Unidos Donald Trump tuvo su espacio este martes en la mañana en la Asamblea General de la ONU en la que, apegado a su estilo, lanzó duras críticas al organismo internacional y hasta Putin . Además, se refirió al cambio climático, a lo que pasa en Gaza y a la migración en todo el mundo.
Sobre cerca de 45 minutos el mandatario estadounidense habló sobre Medio Oriente con sus conflictos en Gaza reafirmando su apoyo a Israel y criticando a los países que “unilateralmente” han reconocido el Estado de Palestina entre los que se incluyen Canadá, Australia, Reino Unido y Francia.
“No podemos olvidar el 7 de octubre. ¿Y ahora, como si fuera para alentar el conflicto continuo, algunos en este organismo buscan reconocer unilateralmente un Estado palestino ? La recompensa sería demasiado grande para los terroristas de Hamás por sus atrocidades”, dijo Trump durante su intervención.
“En caso de que Rusia no esté preparada para llegar a un acuerdo para poner fin a la guerra, Estados Unidos está completamente preparado para imponer una ronda muy fuerte de poderosos aranceles, que, creo, detendrían el derramamiento de sangre muy rápidamente”, dijo.
Tuvo tiempo para referirse a una de las banderas de su Gobierno, la migración. Cuestionó la política de puertas abiertas refiriéndose a los solicitantes de asilo alrededor del mundo por lo que llamó a “dejar” esa política.
“Es hora de terminar con este fracasado experimento de fronteras abiertas”, aseveró y dejando claro a los representantes de distintos países presentes que “sus países se están yendo al infierno” debido a la inmigración.
Trump hizo de la lucha contra la inmigración uno de los puntos centrales de su discurso, en el que condenó lo que la Casa Blanca llamó “movimientos globalizadores” , y aseguró que en EE. UU. su Gobierno ha “tomado medidas contundentes para frenar rápidamente la migración irregular ”.
Sobre Venezuela también habló, más exactamente sobre su lucha contra el narcotráfico hacia su país, por eso el despliegue militar en aguas del Caribe muy cerca de la nación suramericana , según indicó.
Precisó que acabará con los “terroristas del narcotráfico” señalando dos bandas delincuenciales: M-13 (pandilla salvadoreña) y el Tren de Aragua (la organización criminal trasnacional más grande de Latinoamérica y que nació en territorio venezolano).
“Debo contarles que yo estaba entrando y el líder de Brasil saliendo. Nos vimos, él me vio, y nos abrazamos”, reveló el republicano ante los representantes de los países miembros de la ONU, entre los que se encontraba Lula junto a la delegación brasileña.
El mandatario afirmó que hubo una “excelente química” entre ambos. “Me pareció un hombre muy amable , en realidad me gustaría conocerlo. Yo solo hago negocios con gente que me gusta”, apuntó. Según Trump, Brasil enfrenta grandes aranceles de Estados Unidos en respuesta a “la censura, represión, militarización, corrupción judicial y el acoso a críticos”.",2025-09-23T15:37:42Z,"Redacción ELHERALDO.CO, Agencia EFE",Colombia,El Heraldo
Alcalde de Malambo pide intervención de Migración por llegada de extranjeros,https://www.elheraldo.co/atlantico/2017/09/13/alcalde-de-malambo-pide-intervencion-de-migracion-por-llegada-de-extranjeros-402445/,"El alcalde de Malambo, Efraín Bello, hizo un llamado a Migración Colombia para que revisen la manera 'cómo les dan paso a ciudadanos venezolanos' que están llegando a la región Caribe, especialmente al municipio del Atlántico.
En declaraciones entregadas a los medios de comunicación, el mandatario municipal manifestó su preocupación por lo que viene ocurriendo en materia de seguridad con los atracos, homicidios y otros hechos delincuenciales.
Según el alcalde, la intervención de las autoridades de migración es necesaria debido al numeroso grupo de venezolanos que están llegando al municipio, 'ya que algunos tienes antecedentes judiciales y siguen delinquiendo en nuestro país, especialmente en este municipio'.
El alcalde hizo el llama 'urgente' tras el homicidio de Yudis Olivella Daza, registrado la tarde del martes en el barrio El Concord, en medio de un robo en su vivienda cometido, al parecer, por inquilinos  de origen venezolano.",2017-09-14T09:41:00Z,Redacción Locales,Colombia,El Heraldo
'Migrantes venezolanos son el 12% de Barranquilla': Dane,https://www.elheraldo.co/barranquilla/2020/02/19/migrantes-venezolanos-son-el-12-de-barranquilla-dane-702680/,"El director del Departamento Nacional de Estadísticas (Dane), Juan Daniel Oviedo, reveló unas cifras 'preocupantes' sobre la migración de venezolanos. En una entrevista con EL HERALDO, Oviedo señaló que en Barranquilla este grupo representa entre el 11% y el 12% de la población que fue censada recientemente.
Las cifras indican que en la capital del Atlántico residen 145.805 migrantes, que llegaron al país en los últimos cinco años. Las ciudades con más migrantes son Bogotá, Cúcuta, Barranquilla, Medellín Cali.
El director del Departamento Nacional de Estadísticas (Dane) estuvo en Barranquilla y se reunió ayer con los equipos de planeación de la Alcaldía de Barranquilla y de la Gobernación del Atlántico, con el objetivo de poner a disposición el Sistema Estadístico Nacional (SEN), cuya información será la herramienta para poder desarrollar los planes de desarrollo y enfocar sus inversiones.
El director del Dane destacó que la información se convierte en un 'tablero de control' para los administradores públicos y de generar políticas públicas para intervenir en indicadores de pobreza, brechas de género y educación.
El ejercicio de reunirse con funcionarios locales permitió identificar, por ejemplo, observando mapas de calor, que el territorio distrital y departamental puede dirigir sus esfuerzos hacia una población menos atendida y con muchas necesidades.
'El rezago educativo es una de las causas de pobreza multidimensional en el Atlántico y en Barranquilla. Lo difícil y contrario que un departamento tan pequeño y tan integrado hay una brecha entre los centros urbanos y rural de casi tres veces. Una política educativa con énfasis en la formación tecnológica dará resultados efectivos. Es curioso ver que solo con el ver que la jefatura de un hogar esté en una mujer, la probabilidad de que su hogar sea pobre se incrementa en 7 puntos porcentuales. Es decir del 21 al 27% en la jefatura femenina', explicó.
Oviedo destacó que lo positivo es que la educación técnica tiene capacidad de reducir ese riesgo de pobreza monetaria en el Atlántico y Barranquilla en 27%; mientras que en el resto del país es del 24%. 'Que los jóvenes se convenzan que no solo con carreras profesionales tradicionales, sino a través técnicas, tienen opciones para salir adelante, mejoran la movilidad social'.
Para el caso de Barranquilla, Juan Manuel Alvarado, secretario de Planeación del Distrito, destacó que la información permitirá que los esfuerzos se dirijan hacía una población que tiene déficit de vivienda, empleo y pobreza multidimensional. 'Queremos focalizar la inversión social como lo ha previsto el alcalde Jaime Pumarejo. Queremos reducir la pobreza y, por ello, firmaremos un convenio administrativo para tener detalles. Vamos a invertir en aquellas manzanas en las que se puede atacar la informalidad, el déficit poblacional y pobreza', dijo Alvarado.
'Estamos geolocalizando brotes de desempleo, por llamarlo así en algunas zonas de la ciudad. Barranquilla, a pesar de ser una de las afortunadas en la reducción del desempleo entre el 8,5% al 7,8% hasta 2019, hay personas que no le está llegando ese efecto. La Secretaría de Desarrollo Económico y la Alcaldía tendrán estos insumos para saber cómo llegarle a estas personas', dijo Oviedo.
La mayor incidencia de la pobreza monetaria y pobreza extrema en Atlántico, precisó Oviedo, se da cuando el jefe de hogar es desocupado (40,7% y 8,0%respectivamente). La menor incidencia de la pobreza monetaria se da cuando el jefe de hogar cuenta con título universitario o posgrado (4,7%) y la menor incidencia de pobreza extrema cuando se encuentra afiliado a pensiones (0,2%).
'En Barranquilla y el Atlántico tiene una vulnerabilidad asociada a la tasa de dependencia económica. En el que si hay un hogar conformado por cuatro personas y solo trabaja uno es una alerta grande. Lo que le pase esa persona, como la pérdida en empleo, expone a su hogar, y más si es una mujer. La relación es 1-4 entre hombre y mujer', dijo Oviedo.
En el déficit de vivienda Barranquilla tiene un alto índice cuantitativo, que se concentra en las localidades Suroccidente y Metropolitana. Juan Daniel Oviedo señaló ese déficit está entre el 20% y 25%, también por debajo de la nacional que es del 34%.",2020-02-19T15:20:00Z,Nilson Romo Mendoza,Colombia,El Heraldo
Al menos 300 venezolanos han dejado la Terminal de Transporte,https://www.elheraldo.co/barranquilla/2018/01/06/al-menos-300-venezolanos-han-dejado-la-terminal-de-transporte-443986/,"Los migrantes venezolanos que permanecen en la Terminal de Transporte, que presta sus servicios a Barranquilla, han ido desocupando las instalaciones de la entidad. Así lo manifestó ayer su gerente, Jesús María Audivet.
El directivo sostuvo que alrededor de 300 venezolanos, de los 400 que pernoctaban en el lugar, se han ido de la zona de parqueo del lugar. Esto se debe —precisó— a que 'los procesos persuasivos y de diálogo con ellos han surtido efecto y han desalojado por su propia voluntad'.
El garantizar la seguridad y la comodidad al usuario del transporte público por carretera, son algunos de los temas por lo que las directrices del terminal terrestre, decidieron realizar trabajos de persuasión con los venezolanos para que abandonaran la zona. Asimismo, para que los extranjeros mejoren sus condiciones de vida.
'Hoy vemos con satisfacción que el número de venezolanos en la Terminal ha disminuido notoriamente casi en un 80%, solo quedan aproximadamente 50 personas. No ha existido la necesidad de ser represivos con ellos y no se ha usado la fuerza pública. Todo ha sido de manera persuasiva', puntualizó Audivet.
El gerente explicó que ante la llegada masiva —hace un año— de los venezolanos al terminal terrestre, se instalaron unas mesas de trabajo con el Instituto Colombiano de Bienestar Familiar (ICBF), Migración Colombia, la Procuraduría, como garante de los derechos humanos, la Oficina de Gestión Social y la Secretaría de Gobierno de Soledad, en donde se acordaron unos puntos a trabajar.
Yessenia Castro, una de las madres venezolanas que se encuentran en la Terminal, manifestó que no tiene para donde ir con su familia, por lo que solicitó a las autoridades una ayuda para terminar de salir del parqueadero de la edificación.
'Aquí en el Terminal solo quedamos tres familias, sabemos que debemos salir, pero aún no lo hemos hecho porque no tenemos para dónde coger, no tenemos un trabajo fijo para pagar un arriendo. Necesitamos que el alcalde de Soledad o las autoridades en general nos ayuden con un techo para los niños y poder terminar de salir de aquí', expresó Castro.
Por su parte Paula, una joven de 22 años que también está en la Terminal, sostuvo que es un poco difícil salir de allí porque 'los arriendos están muy caros y una noche en un hotelito está a $30.000, y lo que a uno le pagan por día de trabajo son máximo $20.000 y sí pagamos una pieza, luego no nos queda para comer'.",2018-01-06T15:15:00Z,Vivian Narváez Ortega,Colombia,El Heraldo
ELHERALDO.CO,https://www.elheraldo.co/editoriales/2019/05/24/otro-drama-venezolano/,"EL HERALDO habló con analistas políticos, económicos y de seguridad para revisar cómo han estado viendo el gobierno del presidente Abelardo De la Espriella durante sus primeros 30 días en el poder.
Varios locales comerciales se vieron obligados a cerrar sus puertas en la noche del sábado por amenazas de motorizados.
El Congreso está en mora de resolver un pleito desgastado por la política: los límites se definen con ley y criterios técnicos, no con proclamas públicas.
El técnico uruguayo analizó el empate 3-3 ante Jaguares, en su estreno, reconoció los errores de su equipo y destacó la actitud mostrada por sus jugadores en sus primeros tres días de trabajo.
El mediocampista rojiblanco hizo una fuerte autocrítica tras el empate 3-3 ante Jaguares y reconoció que el equipo debe corregir cuanto antes esas desatenciones que le están costando muchos puntos.
El gobierno de Abelardo De la Espriella tiene una oportunidad que no puede desperdiciar para demostrar que cambiar no significa sustituir unas prácticas por otras para que, al final, todo siga igual. Colombia necesita reencontrar el rumbo y convertir el llamado “País Milagro” en una realidad.
EL HERALDO S.A. Prohibida la reproducción y utilización, total o parcial, de los contenidos en cualquier forma o modalidad, sin previa, expresa y escrita autorización, incluyendo su mera reproducción y/o puesta a disposición con fines comerciales, directa o indirectamente lucrativos. 2000 - 2024 ©
PBX: (57) (5) 3715000 Línea de atención: (57) (5) 3855050 / 018000 512200 Calle 53B N° 46 - 25, Barranquilla - Atlántico Bogotá: 3204982967",,ELHERALDO.CO,Colombia,El Heraldo
Estas son las ciudades del país en donde los venezolanos podrán votar consulta sobre constituyente,https://www.elheraldo.co/colombia/2017/07/16/estas-son-las-ciudades-del-pais-en-donde-los-venezolanos-podran-votar-consulta-sobre-constituyente-382553/,"Los venezolanos se pronunciarán este domingo en las urnas sobre la Constituyente propuesta por el presidente Nicolás Maduro y en Colombia habrá 32 puntos de votación, repartidos en 15 ciudades, que estarán abiertos desde las 7:00 de la mañana hasta las 4:00 de la tarde.
Los puestos estarán en Barranquilla, Bucaramanga, Cartagena, Cúcuta, Tocancipá, Magdalena, Manizales, Medellín, Villavicencio, Pereira, San Sebastián de Buenavista, Santa Marta, Valledupar, Cali y Bogotá.
Estos lugares fueron aprobados el pasado 10 de julio por la Mesa de Unidad Democrática, es decir, por la coalición de la oposición al gobierno de Maduro, ya que, este plebiscito no tiene el aval del Consejo Nacional Electoral de Venezuela, por lo que se le considera de carácter simbólico.
3. ¿Aprueba que se proceda a la renovación de los Poderes Públicos de acuerdo a lo establecido en la Constitución y a la realización de elecciones libres y transparentes, así como a la conformación de un Gobierno de Unión Nacional para restituir el orden constitucional?
En la llamada 'Consulta Soberana' podrán participar los venezolanos y extranjeros nacionalizados , mayores de 18 años. El único requisito para ejercer el voto es presentar a los Miembros de Mesa el documento de identidad venezolano laminado o su pasaporte, sin importar su fecha de vencimiento.
Se espera que voten alrededor de 11 millones de venezolanos en 2030 puestos de votación del vecino país, más los ciudadanos en el exterior que podrán votar en 600 puntos dispuestos en 80 países del mundo y 500 ciudades.
En Colombia se cree que hay aproximadamente un millón y medio de venezolanos, según cifras de Migración Colombia, sin embargo, hay muchos que permanecen en el territorio de manera ilegal por lo que se prevé que sean muchos más.",2017-07-16T11:40:00Z,Colprensa,Colombia,El Heraldo
"“Yo no reconozco el Gobierno de Maduro, pero creo que la solución no es bloquear más a Venezuela”: Petro",https://www.elheraldo.co/mundo/2025/04/05/petro-no-reconoce-el-gobierno-de-maduro-y-afirma-que-el-bloqueo-no-es-una-solucion/,"El presidente Gustavo Petro afirmó este sábado que no reconoce al líder venezolano Nicolás Maduro , quien juró en enero para un tercer mandato tras su cuestionada reelección, pero señaló bloquear a ese país no soluciona ningún problema.
“Yo no reconocí el Gobierno de Maduro y no lo reconozco, pero creo que la solución no es bloquear más a Cuba y a Venezuela . Están mandando al hambre a los pueblos y los pueblos no se dejan morir de hambre”, expresó el mandatario en un acto de Gobierno en Pasto.
La oposición mayoritaria, agrupada en la Plataforma Unitaria Democrática (PUD), denunció un fraude electoral en las elecciones de julio pasado y reivindica la victoria de su candidato, Edmundo González Urrutia, lo que dice probar con el 85,18 % de las actas que -asegura- recogió el día de las elecciones gracias a testigos y miembros de mesa desplegados en los centros electorales.
“No esperen que cese la migración si lo que hacen es el bloqueo, quiten el bloqueo y no habrá migración”, dijo Petro, quien añadió que ese fenómeno no se soluciona con “más bloqueo ni mucho menos tratando a los venezolanos como parias de la tierra”.
""Yo creo que debe haber elecciones en Venezuela, sin bloqueos para todas y todos, y que sea la decisión libre del pueblo. Pero no es más bloqueo y tratar a los venezolanos como parias de la tierra, con excusas que no son. Porque la experiencia que hemos tenido es que es gente del… pic.twitter.com/NPJC3mWEj1",2025-04-05T23:46:34Z,Agencia EFE,Colombia,El Heraldo
Gilberto Santa Rosa de ‘Yo me llamo’ fue detenido por Migración Colombia y expulsado del país,https://www.elheraldo.co/sociedad/2025/05/30/gilberto-santa-rosa-de-yo-me-llamo-fue-detenido-por-migracion-colombia-y-expulsado-del-pais/,"Durante la emisión del viernes 16 de mayo, Luis Adolfo Lecuna Leal , el imitador venezolano del cantante puertorriqueño Gilberto Santa Rosa , informó su renuncia al reality ‘ Yo me llamo ’ de ‘Caracol Televisión’, lo que dejó sorprendidos a los seguidores del programa, pues este participante era uno de los favoritos del público por su parecido físico y vocal con el artista original.
“Un saludo por acá muy especial para todos. Acá en este video no me queda más que decirles que me retiro de la competencia… pero, mis circunstancias personales, familiares, me llevaron a ello. Al jurado darle las gracias. A Amparo por ser muy meticulosa y estar muy pendiente de mis presentaciones para poderme llevar a ser un mejor artista”, manifestó Lecuna Leal en un video que fue proyectado durante el programa.
“Al maestro Escola darle las gracias porque estando de jurado me daba alientos y sus comentarios me hicieron irme formando cada vez más. A Rey, me da mucho pesar retirarme de la competencia sin haberte podido estrechar la mano, esos detallitos que me decías eran la cereza del pastel para ser un mejor artista. Gracias a toda la gente de Colombia. Nos vemos”, expresó.
“Migración expulsó a un venezolano que se encontraba en el país participando en un programa de televisión. Luego de labores de verificación se pudo establecer que el individuo había falsificado los sellos de su pasaporte y en nuestros sistemas no había registros de su ingreso”, indicó la entidad en X.
. @MigracionCol expulsó a un venezolano que se encontraba en el país participando en un programa de televisión. Luego de labores de verificación se pudo establecer que el individuo había falsificado los sellos de su pasaporte y en nuestros sistemas no había registros de su ingreso pic.twitter.com/B5pC7nZsZa",2025-05-30T17:14:01Z,Redacción Tendencias,Colombia,El Heraldo
“La paz total se ha convertido en un manto de impunidad”: César Gaviria a Petro por posibles beneficios para el Tren de Aragua,https://www.elheraldo.co/colombia/2025/10/14/la-paz-total-se-ha-convertido-en-un-manto-de-impunidad-cesar-gaviria-a-petro-por-posibles-beneficios-para-el-tren-de-aragua/,"El expresidentes César Gaviria Trujillo arremetió nuevamente contra el presidente Gustavo Petro , esta vez por su política de Paz Total que beneficiaría a cabecillas del Tren de Aragua , evitando su extradición.
El exmandatario envió un comunicado el pasado lunes, en el que expresa su preocupación por las políticas del Gobierno nacional frente a la situación jurídica de ciertos miembros de esta organización criminal venezolana, actualmente detenidos en la cárcel de La Picota.
Gaviria aseguró que de concretarse el ingreso de los máximos jefes del Tren de Aragua al programa de Paz Total , “el país entero debe entrar en alarma máxima porque ello significaría que el Gobierno ha tomado un rumbo intencionalmente dirigido a causarle daño a Colombia, en beneficio de organizaciones criminales extranjeras de enorme peligrosidad”.
El expresidente indicó además, que estos cabecillas, según informaciones de medios de comunicación, ya cuentan con concepto favorable de la Corte Suprema de Justicia para ser extraditados a Chile, pero si ingresan a la llamada Paz Total del Petro, ya no pudieran ser extraditados bajo el pretexto de que sus jefes en Colombia así lo solicitaron, a través de una carta conocida en las últimas horas.
“Esto confirmaría que la Paz Total, lejos de promover la convivencia pacifica en diferentes zonas del territorio nacional, se ha convertido en un manto de impunidad para que delincuentes comunes se burlen de la acción de la justicia y encuentren ahora refugio en Colombia protegidos por el gobierno del presidente Petro”, enfatizó Gaviria.
Asimismo, el expresidente recordó el discurso del jefe de Estado ante la ONU , en el que “intentó justificar las actividades criminales del Tren de Aragua como una consecuencia del bloqueo a la Venezuela de Maduro ¡Qué despropósito! ¡Qué error monumental!“, dijo.
Gaviria hizo énfasis en que El Tren de Aragua “no es una organización criminal más, dedicada al narcotráfico y a otras actividades ilícitas de carácter transnacional. Es una de las organizaciones internacionales delincuenciales más poderosas que se ha expandido con gran rapidez”.",2025-10-14T12:37:04Z,Redacción ELHERALDO.CO,Colombia,El Heraldo
¿Habrá cierre programado de frontera con Venezuela por investidura presidencial?,https://www.elheraldo.co/colombia/2025/01/10/habra-cierre-programado-de-frontera-con-venezuela-por-investidura-presidencial/,"Migración Colombia aseguró este jueves que es posible que este viernes 10 de enero haya un “cierre programado” de la frontera con Venezuela por la investidura presidencial , cargo que reclaman el mandatario Nicolás Maduro y el opositor Edmundo González Urrutia.
En los últimos días la normalidad ha reinado en los principales pasos fronterizos entre Colombia y Venezuela. Los cruces han estado abiertos y, según la autoridad migratoria, no hay un registro de movimientos “significativos entre ingresos y salidas que pudieran indicar el advenimiento de un flujo masivo de migrantes” como el sucedido en 2018 y 2019 .
”Al momento, los datos indican un incremento normal de los flujos migratorios de venezolanos , entre ingresos y salidas, teniendo en cuenta la temporada de fin de año. Sin embargo, se mantiene un equilibrio entre ingresos y salidas”, añadió el organismo.
La información de Migración Colombia contrasta con la del gobernador del estado venezolano del Táchira, Freddy Bernal , quien afirmó que la frontera colombo-venezolana permanecerá abierta, desmintiendo los rumores surgidos en los últimos días sobre un posible cierre, como ya sucedió varias veces en la última década.
” No hay razón para cerrarla , tenemos control absoluto sobre nuestra frontera”, declaró Bernal, quien agregó que con cámaras instaladas en todos los puentes y en algunas trochas utilizadas para pasar de un país a otro vigilan en tiempo real todo lo que ocurre.",2025-01-10T04:35:42Z,Agencia EFE,Colombia,El Heraldo
“No se deje envenenar más contra Venezuela”: el mensaje de Maduro a Trump,https://www.elheraldo.co/mundo/2025/06/06/no-se-deje-envenenar-mas-contra-venezuela-el-mensaje-de-maduro-a-trump/,"El presidente de Venezuela, Nicolás Maduro, le pidió este jueves al mandatario estadounidense, Donald Trump , que no se deje “envenenar” con “mentiras” sobre Venezuela , luego de que Estados Unidos impusiera restricciones de viaje a los ciudadanos procedentes de 19 países, incluyendo el país caribeño, para proteger la “seguridad nacional”.
“Presidente Donald Trump (...), yo le envío un mensaje a usted. No se deje envenenar más contra Venezuela. Lo envenenan todos los días con mentiras. Ayer sacaron un decreto mintiendo, y que Venezuela no acepta a los migrantes. Si los vamos a buscar con nuestros aviones, ¿cómo que no los aceptamos, presidente Donald Trump?”, dijo Maduro en un acto transmitido por el canal estatal Venezolana de Televisión.
“Yo salgo en defensa de la dignidad, del honor y la decencia del pueblo valiente de Venezuela y de la migración venezolana en Estados Unidos. Somos gente de bien , ya basta de campañas de descrédito, ya basta de mentiras”, expresó el líder chavista.
Más temprano, la Cancillería de Venezuela condenó “de manera categórica” la campaña de “estigmatización y criminalización lanzada contra el pueblo venezolano por parte del Gobierno de los Estados Unidos, expresada ahora en un nuevo ataque que restringe la emisión y validez de visas para ciudadanos venezolanos”.
“Esta operación ha sido impulsada por el actual secretario de Estado, Marco Rubio, un funcionario marcado por su conocido odio hacia el pueblo venezolano, que ha hecho de la agresión sistemática su política exterior, contando con el respaldo de la ultraderecha venezolana”, añadió.
El Ejecutivo chavista reiteró su “compromiso indeclinable” con la defensa de los derechos e intereses de los venezolanos “en cualquier parte del mundo” y “ante esta nueva ola de agresiones, reafirma la alerta máxima de viaje a los Estados Unidos de Norteamérica, advirtiendo que ese país no garantiza hoy las condiciones mínimas de respeto, trato digno ni legalidad” para sus ciudadanos.
El decreto presidencial de Estados Unidos, anunciado el miércoles, prohíbe la entrada a EE. UU. de los ciudadanos de estos 12 países: Afganistán, Birmania, Chad, República del Congo, Guinea Ecuatorial, Eritrea, Haití, Irán, Libia, Somalia, Sudán y Yemen.
La proclamación contempla varias excepciones, entre ellas las personas que ya tienen una visa vigente y están dentro del territorio estadounidense, a la vez que a los ciudadanos de estos países que tengan una residencia permanente en EE. UU. (la también llamada ‘green card’) o doble nacionalidad.
También están excluidas las personas con visas diplomáticas, los atletas, entrenadores y miembros de equipos deportivos que viajen a importantes eventos como los Juegos Olímpicos o la Copa Mundial, y las personas de Afganistán con una visa especial.
La prohibición entra en efecto el próximo 9 de junio, de acuerdo con la orden, que establece además que, en un plazo de 90 días y cada 180 días, el secretario de Estado presentará un informe al presidente con su evaluación y recomendando si se debe continuarse, terminar, modificarse o complementarse.",2025-06-06T14:05:35Z,Agencia EFE,Colombia,El Heraldo
