Titulo,URL,Cuerpo,Autor,Medio,Pais,Fecha
Vuelven los vuelos de deportación a Venezuela: 147 migrantes llegaron desde Estados Unidos,https://www.semana.com/mundo/articulo/vuelven-los-vuelos-de-deportacion-a-venezuela-147-migrantes-llegaron-desde-estados-unidos/202656/,"Estados Unidos reanudó este lunes los vuelos de deportación hacia Venezuela por primera vez desde los terremotos que sacudieron al país a finales de junio, una decisión que ha generado cuestionamientos de organizaciones defensoras de derechos humanos debido a las dudas que aún rodean la muerte de decenas de migrantes deportados durante el desastre natural.Según informó el diario The New York Times, un vuelo chárter procedente de Miami aterrizó en la ciudad de Barcelona, en el estado Anzoátegui, con 147 ciudadanos venezolanos a bordo. Las autoridades venezolanas confirmaron la llegada de la aeronave y señalaron que los migrantes fueron recibidos a través del programa estatal de repatriación Vuelta a la Patria.El Departamento de Seguridad Nacional de Estados Unidos (DHS) confirmó la operación, aunque evitó precisar si marca el reinicio formal y permanente de las deportaciones hacia Venezuela.“El 3 de agosto, ICE llevó a cabo con éxito un vuelo de deportación para devolver a 147 venezolanos a Venezuela”, indicó un portavoz de la entidad en declaraciones recogidas por The New York Times.La reanudación de estos vuelos ocurre poco más de un mes después de los terremotos que golpearon la costa venezolana y que, según cifras oficiales, dejaron más de 6.000 muertos y miles de personas sin hogar.El periódico estadounidense recordó que apenas ocho horas antes de los terremotos del 24 de junio había llegado a Venezuela otro vuelo de deportación procedente de Estados Unidos con 146 migrantes.De acuerdo con el reporte, muchos de esos deportados fueron trasladados a un centro de retención administrado por organismos de inteligencia venezolanos en La Guaira, una de las zonas más afectadas por el desastre.Cuando ocurrieron los sismos, el edificio colapsó. Desde entonces han surgido denuncias sobre la muerte de decenas de personas que se encontraban en el lugar, aunque hasta ahora ninguna de las dos administraciones ha publicado una lista oficial de pasajeros, sobrevivientes o fallecidos.The New York Times señaló que familiares de los migrantes han denunciado dificultades para obtener información sobre sus parientes y que continúan buscando respuestas en hospitales y morgues del país.La reanudación de los vuelos se produce en medio del acuerdo migratorio alcanzado entre Washington y Caracas después de la captura del dictador Nicolás Maduro por parte de autoridades estadounidenses en enero. Según el diario neoyorquino, las autoridades venezolanas aceptaron recibir hasta tres vuelos de deportación semanales como parte de las negociaciones con Estados Unidos.Ese entendimiento coincidió con el fin de varios mecanismos migratorios que habían protegido a cientos de miles de venezolanos en territorio estadounidense, entre ellos el Estatus de Protección Temporal (TPS) y algunos programas de parole humanitario.Durante los últimos años, millones de venezolanos abandonaron su país debido a la crisis económica y política provocada por la dictadura chavista, convirtiendo al éxodo venezolano en uno de los mayores movimientos migratorios del mundo.",Juan Felipe Useche Chacón,Semana,Colombia,"Aug 04, 2026"
Venezolanos se unen por Colombia tras terremoto: más de 95 toneladas de ayuda fueron despachadas desde Bogotá,https://www.semana.com/nacion/articulo/venezolanos-se-unen-por-colombia-tras-terremoto-mas-de-95-toneladas-de-ayuda-fueron-despachadas-desde-bogota/202616/,"La solidaridad de los venezolanos por el terremoto que sacudió a varias regiones de Colombia este lunes 10 de agosto no se hizo esperar. La exdiputada venezolana Gaby Arellano, gerente de la Fundación Juntos se Puede, en conversación con SEMANA dio a conocer que desde la ciudad de Bogotá han despachado ayudas hacia las regiones afectadas en nuestro país. Esta fundación, que lleva 8 años trabajando en Colombia con la población migrante venezolana, hoy se unió a ayudar en medio de esta tragedia que hoy golpea a miles de familias. Actualmente, estaban recopilando ayudas para mandar a su país por el terremoto, pero una vez ocurrió el movimiento telúrico en Colombia, reaccionaron de inmediato. “Lamentablemente, con los dos sucesos naturales que han golpeado tanto a Venezuela como a Colombia, hemos desplegado toda una misión humanitaria. Desde el pasado 25 de junio, desde acá, en Bogotá, se recopilaron más de 2.000 toneladas de ayuda humanitaria que se enviaron a Venezuela”, explicó Arellano.De igual manera, dio a conocer que no han cesado con el envío de elementos de aseo personal, de alimentos no perecederos y otras cosas necesarias en medio de estas emergencias que hoy sacuden a Colombia. “Ayer, 11 de agosto, enviamos desde Bogotá 60 toneladas de ayuda humanitaria en alianza con el Ejército Nacional, el Gobierno Nacional de Colombia y Avianca. Se enviaron 60 toneladas desde Bogotá hacia Cali, vía aérea”, señaló la exdiputada venezolana.Han logrado enviar ayudas a Valle del Cauca, Chocó, Risaralda, entre otras zonas que fueron devastadas por la naturaleza. “También, en alianza con la Gobernación de Chocó, se enviaron vía terrestre 15 toneladas de ayudas humanitarias desde Bogotá a Chocó, y en alianza con la Cámara de Comercio de Pereira se enviaron vía terrestre 20 toneladas de ayuda humanitaria de Bogotá a Pereira”, detalló.Son al menos 95 toneladas de ayudas humanitarias las que han despachado en las últimas horas con empresas que han donado el transporte; sin embargo, están requiriendo la manera de seguir moviendo las ayudas que han recibido por parte de las comunidades. “Hace 46 días Colombia fue supersolidaria con Venezuela. Los venezolanos en Colombia nos organizamos para enviar muchas ayudas hacia Venezuela y, con todo este proceso logístico, tuvimos una capacidad aprendida. Pasado lo del 10 de agosto, hemos tenido la capacidad de respuesta rápida e inmediata”, afirmó.Para Arellano, la experiencia del terremoto que vivieron en Venezuela les hizo tener mayor capacidad de reacción con el fin de ayudar a los afectados. “Sabemos, por experiencia propia de lo ocurrido el pasado 24 de junio en Venezuela, que las primeras horas son claves para la respuesta rápida e inmediata para las víctimas del terremoto. Los venezolanos estamos muy agradecidos con Colombia y hoy, que Colombia nos necesita, ahí estamos como fundación, como hermanos, como sociedad civil, de la mano con los colombianos”, sostuvo.De igual manera, indicó que “lo que más necesitamos hoy es transporte, transporte de carga pesada y transporte que esté dispuesto a ir a Buenaventura, a municipios del Valle del Cauca que fueron muy afectados y a los que todavía no han llegado las ayudas”. La organización también busca capacidad de transporte para llegar a otros puntos de Chocó, Caldas y Risaralda. El objetivo, explicó Arellano, es que la asistencia no permanezca únicamente en las capitales y pueda ser trasladada hasta poblaciones golpeadas por el terremoto.“Si tienen transporte de carga pesada, contáctenos a través de nuestras redes sociales de la Fundación Juntos se Puede. Hacemos toda la canalización desde Bogotá para que esta carga, ya sea vía terrestre o vía aérea, llegue a la zona afectada”, indicó.Centros de acopio en BogotáLa Fundación Juntos se Puede también habilitó dos centros de acopio en Bogotá para las personas interesadas en entregar ayudas en especie. Según Arellano, uno de los puntos funciona en la carrera 17 con calle 141, en la panadería Ávila, mientras el segundo está ubicado en la carrera 19 con calle 121.“En resumen, lo prioritario que se requiere en estos momentos es transporte para llevar las ayudas que tenemos en Bogotá hacia las zonas afectadas, ya sea con donaciones de transporte físico, transportadoras que quieran hacer este trabajo o ciudadanos que quieran hacer donaciones monetarias a través de nuestras plataformas”, concluyó Arellano.La operación humanitaria continuará durante este miércoles 12 de agosto con el propósito de ampliar la llegada de asistencia a las poblaciones afectadas.",Gabriel Salazar López,Semana,Colombia,"Aug 12, 2026"
Delcy Rodríguez pide a los venezolanos en el exterior regresar al país: “Grandes oportunidades”,https://www.semana.com/mundo/articulo/delcy-rodriguez-pide-a-los-venezolanos-en-el-exterior-regresar-al-pais-grandes-oportunidades/202659/,"La presidenta encargada de Venezuela, Delcy Rodríguez, defendió los acuerdos alcanzados recientemente con compañías internacionales y aseguró que estos permitirán al país ampliar su capacidad energética y reforzar su posición en el mercado mundial.Durante un encuentro con trabajadores del sector petrolero, retransmitido por la televisión estatal venezolana (VTV), Rodríguez destacó el alcance de los contratos suscritos con empresas privadas y sostuvo que estos acuerdos abren una nueva etapa para la industria de los hidrocarburos venezolana.“Esos contratos van a marcar a Venezuela en su desarrollo energético, a posicionarla en la fórmula energética internacional”, dijo la mandataria, quien presentó las nuevas alianzas como resultado de un proceso de negociación basado en el entendimiento entre las partes.En este contexto, la presidenta encargada de Venezuela agradeció al presidente estadounidense, Donald Trump, “por retomar una relación energética que data de 1859” y defendió que las diferencias entre Caracas y Washington deben ser abordadas “a través de la diplomacia y de la negociación”.Por otro lado, la presidenta explicó que las negociaciones para alcanzar los nuevos acuerdos se prolongaron durante meses. Aseguró que su objetivo último es que la recuperación del sector energético tenga un impacto directo en las condiciones de vida de la población.En el marco de su intervención, Rodríguez subrayó la importancia de que la diáspora participe activamente en el proceso de recuperación y reconstrucción nacional. “Venezuela los necesita… regresen a su patria”, expresó ante integrantes de diversos sectores sociales y políticos. “Llegó el momento de que Venezuela esté libre de sanciones. Llegó el momento de que nuestro pueblo pueda respirar”, dijo.Este pronunciamiento se dio en medio de un escenario caracterizado por la persistente crisis migratoria venezolana. De acuerdo con cifras de Acnur, aproximadamente el 65 % de los migrantes y refugiados venezolanos radicados en América Latina no contemplan regresar al país en el futuro cercano.“Han sido meses arduos de negociaciones, arduos, difíciles, pero nunca perdimos el horizonte; nuestro horizonte es la felicidad de nuestro pueblo, es que nuestros trabajadores tengan mejores salarios, que sus familias vivan mejor, que los hospitales estén equipados, que las escuelas tengan educación de calidad”, indicó.Rodríguez vinculó esta estrategia con su visión de recuperación del estado de bienestar y destacó el acuerdo alcanzado con Estados Unidos.“Nosotros queremos y nos hemos enfocado en que el estado de bienestar concebido por Bolívar, en su discurso de Angostura, sea realidad, la mayor suma de felicidad posible; eso es lo que nos inspiró durante estos meses de negociaciones arduas y alcanzamos un acuerdo binacional con el Gobierno de los Estados Unidos”, aseveró.",Juan David Cardozo Maglioni,Semana,Colombia,"Sep 04, 2026"
"Panamá enviará, por primera vez, un avión directo a Caracas con migrantes venezolanos, tras pausa de vuelos de EE. UU.",https://www.semana.com/mundo/articulo/panama-enviara-por-primera-vez-un-avion-directo-a-caracas-con-migrantes-venezolanos-tras-pausa-de-vuelos-de-ee-uu/202512/,"Panamá enviará, por primera vez, un vuelo directo a Caracas con migrantes venezolanos, anunció este jueves el presidente panameño, José Mulino, días después de que Estados Unidos pausara la repatriación de ciudadanos del país sudamericano.El vuelo partirá el próximo lunes con “70 migrantes venezolanos” que “retornan de manera voluntaria a su país”, dijo Mulino en rueda de prensa.Desde 2024, Panamá ha realizado medio centenar de vuelos, financiados por Washington, con migrantes deportados a distintos países de Sudamérica, pero los venezolanos eran enviados a Colombia debido a que Mulino suspendió las relaciones con el régimen de Nicolás Maduro.“Es directo a Caracas, ya no tenemos que triangular a través de Colombia y todo el engorro que eso significaba”, añadió Mulino.El mandatario no detalló si este procedimiento forma parte de un acuerdo con Venezuela, que el pasado 12 de diciembre anunció que Estados Unidos había suspendido “de manera unilateral” un vuelo con migrantes deportados, en el marco de un programa de repatriación que se ha mantenido pese a la crisis entre Caracas y Washington.Mulino, aliado de la oposición venezolana, tampoco precisó si el vuelo del próximo lunes está relacionado con esa suspensión.La selva panameña del Darién, en la frontera con Colombia, se convirtió en los últimos años en un corredor para los migrantes, principalmente venezolanos, que querían llegar a Estados Unidos, aunque ese flujo se desplomó tras el regreso de Donald Trump a la Casa Blanca en enero.En medio de esa crisis, Washington firmó un acuerdo con Panamá mediante el cual Estados Unidos se comprometió a financiar la deportación vía aérea de los migrantes que cruzaran la jungla.Desde entonces, Panamá ha organizado 59 vuelos con extranjeros, algunos de ellos deseosos de regresar a sus países tras fracasar en su intento de llegar a Estados Unidos.El gobierno de Donald Trump extendió, a mediados de año, un acuerdo con Panamá para financiar los vuelos de repatriación de migrantes, durante una visita de la secretaria estadounidense de Seguridad Interior, Kristi Noem, quien pidió a otras naciones replicar ese pacto.El 1 de julio de 2024, ambos países firmaron el acuerdo mediante el cual Washington se comprometió a aportar seis millones de dólares para costear la repatriación de personas que ingresen ilegalmente a Panamá a través de la inhóspita selva del Darién, fronteriza con Colombia.*Con información de AFP.",Juan David Cardozo Maglioni,Semana,Colombia,"Dec 18, 2025"
"¿Qué pasará con los casi 65.000 migrantes que viven en Bucaramanga, tras las nuevas medidas de Abelardo De La Espriella?",https://www.semana.com/nacion/bucaramanga/articulo/que-pasara-con-los-casi-65000-migrantes-que-viven-en-bucaramanga-tras-las-nuevas-medidas-de-abelardo-de-la-espriella/202642/,"La decisión de reforzar los controles migratorios genera inquietud en Bucaramanga, donde viven cerca de 65.000 venezolanos.Las autoridades locales aclaran que las medidas deben dirigirse a quienes estén involucrados en delitos o tengan irregularidades migratorias, no contra toda la población venezolana.El anuncio del Gobierno sobre inmigraciónEl presidente Abelardo de la Espriella anunció esta semana el inicio de operativos coordinados entre las autoridades migratorias y la Policía.El mandatario señaló que primero se buscaría identificar a migrantes que estén cometiendo delitos y posteriormente a quienes permanezcan en el país sin tener regularizada su situación migratoria. La medida representa un cambio importante frente a la política migratoria que Colombia había mantenido durante los últimos años.Sin embargo, esto no significa que los 65.000 migrantes que viven en Bucaramanga vayan a ser deportados. La condición de migrante no constituye, por sí misma, una razón para expulsar a una persona del país. Las actuaciones migratorias deben adelantarse mediante los procedimientos establecidos y respetando las garantías legales.La Alcaldía señaló que la ciudad continuará atendiendo a la población migrante y que cuenta con la Oficina Intégrate, desde donde se activan rutas institucionales y se brinda acompañamiento de acuerdo con las necesidades de cada persona. La administración municipal sostiene que la etapa de atención humanitaria inicial ya dio paso a una estrategia centrada en integración social y económica.El mensaje de la Administración Distrital es que los controles de seguridad deben dirigirse contra personas concretas involucradas en hechos delictivos.La deportación no es automáticaBucaramanga no parte de cero frente a los controles migratorios. Durante 2026, las autoridades ya han realizado más de 470 operativos en Santander, con verificaciones a ciudadanos extranjeros y procedimientos de expulsión y deportación. Según Migración Colombia, solo en el primer semestre fueron verificados 1.892 extranjeros y se impusieron 85 medidas de deportación o expulsión.Estos datos permiten dimensionar que las nuevas medidas anunciadas por el Gobierno.Además, una orden política de aumentar los operativos no elimina los procedimientos administrativos que deben cumplir las autoridades migratorias.Así, una persona no puede ser deportada simplemente por ser venezolana. Si existe una actuación migratoria en su contra, las autoridades deben determinar su situación y garantizar las reglas correspondientes antes de adoptar una decisión definitiva.El debate que comienza ahora en Bucaramanga será, precisamente, cómo aplicar las nuevas medidas de seguridad sin convertirlas en una generalización contra toda la población venezolana que reside en la ciudad.",Margarita Briceño Delgado,Semana,Colombia,"Aug 27, 2026"
Familiares de venezolano que murió en custodia del ICE buscan repatriar su cuerpo,https://www.semana.com/mundo/articulo/familiares-de-venezolano-que-murio-en-custodia-del-ice-buscan-repatriar-su-cuerpo/202615/,"La llamada llegó en el momento menos esperado por Sonimar Arenas. Al otro lado de la línea, funcionarios del Servicio de Control de Inmigración y Aduanas de Estados Unidos (ICE) informaban que su hermano Jesús Manuel Arenas Silva, un venezolano de 45 años detenido cuatro días antes en la localidad de Dallas (Georgia), había muerto bajo custodia en el centro de detención de Irwin (Ocilla).Desde entonces, el dolor y el sufrimiento se mezclaron. Sus familiares aseguran que la explicación oficial no responde a lo ocurrido y exigen una investigación independiente que esclarezca las circunstancias del fallecimiento.“Aún estoy en estado de shock. No sé cómo lidiar con todo esto que me ha tocado vivir sola”, reveló Sonimar Arenas en exclusiva a SEMANA.La muerte fue notificada la tarde del 13 de julio, cuatro días después de que Jesús Manuel fuera arrestado por agentes migratorios. Mientras el ICE informó preliminarmente que el deceso obedeció a un paro respiratorio, la familia sostiene que el venezolano habría sido golpeado durante los días que permaneció bajo custodia. Hasta el momento, esa denuncia no ha sido confirmada por las autoridades estadounidenses.Un paseo mortalSegún el relato de sus familiares, la mañana del 9 de julio Jesús Manuel salió de su vivienda para pasear a su perro Simba junto con uno de sus sobrinos.A pocos metros de la casa, aseguraron, fue interceptado por funcionarios de inmigración que le solicitaron documentos de identificación. Aunque, según la familia, respondió a los requerimientos, terminó siendo reducido y detenido.Su hermana recordó que intentó impedir el procedimiento y les explicó a los agentes que él se encontraba legalmente en Estados Unidos. También les insistió en que padecía una condición psiquiátrica que requería medicación permanente.“Solo me permitieron entregarle uno de los cuatro medicamentos que tomaba diariamente. Los demás no quisieron recibirlos”, afirmó.La condición médica preocupanteJesús Manuel dependía, según sus allegados, de cuatro medicamentos diarios para tratar un trastorno psiquiátrico que desarrolló años atrás.La familia relata que el deterioro de su salud mental comenzó tras su divorcio en Venezuela en el año 2016. Era contador público de profesión y cayó en un profundo cuadro depresivo que lo obligó a iniciar tratamiento especializado.Posteriormente, emigró a Estados Unidos en el 2020 gracias al programa de parole humanitario solicitado por su hermana durante la administración de Joe Biden.Durante los días que permaneció detenido, sostuvo Sonimar, hizo múltiples gestiones para entregar el historial médico y las fórmulas de su hermano con el fin de garantizar que continuara recibiendo el tratamiento. Sin embargo, asegura que nunca obtuvo respuesta favorable.La situación resulta aún más difícil para la familia porque la madre de Jesús Manuel también enfrenta un severo cuadro de depresión y trastornos psiquiátricos por la misma causa que él.Luchan por regresarlo a VenezuelaMientras esperan respuestas sobre las circunstancias de la muerte, los familiares enfrentan la batalla de reunir el dinero para repatriar el cuerpo.Para ello, crearon una campaña en la plataforma GoFundMe, con la que esperan cubrir los costos del traslado una vez concluyan los procedimientos forenses y legales en Estados Unidos.En Tucupita, estado Delta Amacuro, donde reside buena parte de la familia, el dolor es evidente.“Era un hombre tranquilo, respetuoso y muy querido. Tenemos el corazón destrozado”, afirmó Milagros Silva, tía del fallecido.Recuerda que Jesús Manuel era miembro activo de una iglesia cristiana en Georgia, donde vivía junto a su hermana.“Participaba en el coro de la iglesia y tocaba la guitarra. Era un hombre de fe, con proyectos de vida. Nunca imaginamos que terminaría perdiendo la vida de esta manera”, relató.La mujer también recuerda una conversación que sostuvo con él apenas tres días antes de la detención.“Me dijo que Dios había obrado en su vida. Hoy esas palabras tienen un significado muy especial para nosotros. Solo le pedimos a Dios que la verdad salga a la luz”, aseveró.Mientras avanza el proceso para esclarecer la muerte, la familia concentra sus esfuerzos en lograr que Jesús Manuel pueda regresar a Venezuela.“Estoy abrumada con todo esto. Solo espero reunir el dinero para llevarlo de regreso a nuestro país y darle una sepultura digna junto a nuestra familia. Si no lo logro, tendré que dejarlo aquí, y eso sería otro dolor inmenso”, concluyó Sonimar.",Deivis Ramírez Miranda,Semana,Colombia,"Jul 23, 2026"
De La Espriella: los venezolanos son hermanos y son necesarios,https://www.semana.com/opinion/articulo/de-la-espriella-los-venezolanos-son-hermanos-y-son-necesarios/202607/,"El día que recuperen la democracia y retornen a su Venezuela del alma, ya me dirán quiénes ocuparán su lugar en restaurantes, panaderías, hoteles, construcción, recogiendo café y otros productos agrícolas, haciendo domicilios en Rappi, lavando carros y demás labores que desechan los colombianos.Iván Duque los recibió con los brazos abiertos, igual que Joe Biden, pero Trump les dio un portazo y Petro les puso trabas por su complicidad con los matones socialistas.Ahora el presidente De La Espriella coloca a miles de venezolanos en el disparadero sin necesidad, de pronto haciéndose eco de las voces que claman que Colombia era la Suiza latinoamericana, con urbes libres de todo delito, hasta que llegaron los “venecos”.Yo misma he tenido que escuchar falacias como que los delincuentes colombianos hurtan sin violencia, que eso de matar para atracar solo lo vinieron a conocer tras el masivo arribo de los vecinos; hágame el favor.De otra manera no se entiende el tono del discurso presidencial de “primero los colombianos, segundo los colombianos y tercero los colombianos”, como si en este país llegaran masas de migrantes distintos a los de Venezuela.Y cuando anunció que Migración actuará contra los indocumentados para “proteger al ciudadano de a pie y devolverle a Colombia la seguridad y la tranquilidad con hechos contundentes”, es evidente que se refería a ellos.Lógico que ordene operativos contra “los que tienen delitos”, aunque antes deben apresarlos y desarticular sus bandas, pero comete un error cuando amenaza con deportar de inmediato a “los que no tienen regularizada su situación (…) Se van, no los quiero”.No hacía falta ser tan duro con los hermanos venezolanos, a los que iban dirigidas sus palabras. En la actualidad viven en Colombia algo más de 2.800.000, la mayoría producto del éxodo masivo de una década atrás. Los vimos caminar cientos de kilómetros a pie, con sus equipajes al hombro, sin apenas plata para subsistir en la amarga odisea, escapando de la represión y el hambre, y con destinos tan lejanos como Perú o Chile.Nunca el mundo había conocido tamaña estampida de ciudadanos de una nación en paz, que había sido próspera hasta que la despiadada tiranía socialista la volvió paupérrima, invivible. Que nadie se confunda: los venezolanos no emigraron a Colombia buscando un mejor porvenir por habitar un país pobre, sufrir una guerra o una hambruna por causas naturales. Tuvieron que dejar atrás su amada tierra y buscar otra nación donde pudieran alimentar a sus familias y no los persiguieran por pensar distinto.Se fueron, ténganlo presente, porque un déspota, venerado por la izquierda colombiana y apoyado por Santos, implantó una dictadura cleptómana y criminal que saqueó las arcas del Estado hasta vaciarlas por completo.Si la tiranía corrupta hasta los tuétanos no se hubiese atornillado en Miraflores, tengan por seguro que no habría en Colombia un solo venezolano rebuscándose el diario. Sería, más bien, todo lo contrario, como ocurrió durante decenios: millones de colombianos cruzando la frontera para conseguir trabajo y afincarse en la rica Venezuela.Parece que olvidaron que en aquellas oleadas migratorias de colombianos se colaron miles de delincuentes, de guerrilleros. Y que hoy en día el ELN impone su terror en regiones venezolanas y controla, junto al Tren de Aragua y la GNB, la salvaje explotación ilegal del Arco Minero del Orinoco (estados Amazonas y Bolívar) que devasta la naturaleza.Colombia, por tanto, no tiene autoridad moral para anunciar, con aire intimidante, deportaciones de “extranjeros” en situación irregular, a sabiendas de que se refieren a los venezolanos porque los pocos que arriban de otras nacionalidades suelen entrar con los papeles en regla, con contadas excepciones.Y aunque muchos colombianos los acusen de ser los responsables de la violenta inseguridad urbana, el 60 por ciento de los compatriotas de María Corina Machado tienen un empleo formal y hacen todos sus aportes de ley. Si bien todavía un porcentaje significativo sigue en situación ilegal por lo costoso del pasaporte y el riesgo que supone sacarlo para los que apoyaron a Machado en los comicios de 2024, solo una ínfima porción pertenece a una banda criminal o roba y mata por su cuenta.Según el Inpec, representan menos del 1 por ciento de la población carcelaria, aunque Maduro abrió las prisiones y nos envió a muchos de sus peligrosos delincuentes, incluido el sanguinario Tren de Aragua. También el chavismo permitió a las guerrillas usar a Venezuela de santuario, situación que no ha cambiado, puesto que los matones chavistas, con Delcy, Jorge y Diosdado a la cabeza, siguen en Miraflores.En todo caso, con más de un millón de colombianos en Estados Unidos y otro millón en España, deberían ser comprensivos con los venezolanos en situación irregular y, más bien, ayudarlos a formalizarse. Y presionar a Marco Rubio para que acelere la transición y exista cooperación policial.",Salud Hernández-Mora,Semana,Colombia,"Aug 29, 2026"
Entre banderas y lágrimas: migrantes venezolanos no paran de celebrar desde Bogotá el giro histórico de su país,https://www.semana.com/nacion/bogota/articulo/entre-banderas-y-lagrimas-migrantes-venezolanos-no-paran-de-celebrar-desde-bogota-el-giro-historico-de-su-pais/202644/,"Con la bandera tricolor de siete estrellas sobre sus hombros y el maquillaje de su más sagrado símbolo patrio en el rostro, las hermanas Inés y Mariángel García Piña, de 20 y 22 años, celebran la noticia de la caída de Nicolás Maduro en Venezuela. Ambas se encuentran en la Plaza de Lourdes, en la localidad de Chapinero, en Bogotá. Están a miles de kilómetros de su tierra natal, pero eso no les impide expresar la felicidad por el restablecimiento paulatino de la democracia en su país.Las acompaña su papá, William García, de 64 años, un economista que durante más de dos décadas estuvo al frente de una planta metalúrgica en la ciudad industrial de Valencia, en el estado Carabobo, y que fue expulsado por la crisis migratoria de su país a mediados de 2018.“Después de vivir en un país que se percibía el desarrollo y la calidad de vida como clase media, fuimos desplazados de forma forzada con nuestras familias por la crisis humanitaria. Gracias a Colombia logramos un cupo en un colegio y gracias a Dios ya son estudiantes universitarias”, contó el migrante venezolano, visiblemente alegre porque “soplan vientos de cambio” en el vecino país.“Estamos aquí para gritar un poco de alegría, es fuerte para muchos migrantes no contar ni siquiera con los documentos para poder retornar a Venezuela”, completó el venezolano, que recuerda con nostalgia cómo en la época dorada de su país logró exportar aluminio hacia Estados Unidos. Los ojos se le mojan a Inés García, estudiante de medicina, cuando recuerda que no tiene una cédula venezolana. “No existo en mi país”, se lamenta.“Estaba muy incrédula con la noticia porque es mucho lo que yo he llorado estos años porque no crecí en Venezuela. He perdido a mi abuelo y a mi nana y no los pude despedir. Quiero volver a ver a mis amigos del colegio, a mi familia. También tener la oportunidad de ayudar a mi gente venezolana como médico, estoy muy agradecida con Colombia”, dijo conmovida. A su hermana Mariángel, quien estudia química farmacéutica, no le es ajeno ese sentimiento de nostalgia por la tierra en la que nació y a la que espera volver en condiciones.“Yo me vine muy chiquita y no me explicaron que estábamos emigrando para no pasar hambre, solo como que estaba de vacaciones. Crecí acá en Colombia y ahora tengo muchos sentimientos encontrados por lo que está pasando. Quiero regresar y volver a ver a mi familia”, expresó la joven.En la Plaza de Lourdes, de la capital colombiana, también se concentraron otras familias de venezolanos que llegaban a la celebración espontánea, como en otros países receptores de la diáspora venezolana, que ya suma casi nueve millones de migrantes y refugiados en el mundo, según la ONU.El ambiente se llenó de caras sonrientes. Sin embargo, el joven Michael Bracho, de 19 años, no puede evitar pensar en que aún su país no es libre completamente porque solo fue capturado Nicolás Maduro, y en Miraflores continúa dando órdenes Delcy Rodríguez, apoyada por su hermano Jorge Rodríguez y Diosdado Cabello. Sigue la luchaDaniel Navarro Luna, miembro de la organización Vente Venezuela en Bogotá, envió un mensaje a nombre de María Corina Machado a los migrantes venezolanos. Aseguró en medio de la multitud que la lucha continúa y esperan que se restablezca paulatinamente la democracia en Venezuela. Les pidió paciencia, más fuerza y resistencia para que todo el proceso de transición se concrete de la mejor manera posible y bajo el marco del respeto de los derechos humanos y la institucionalidad. El vocero confirmó que sigue abierto el canal de comunicación entre la líder opositora y Marco Rubio y que por ahora no se sabe cuándo podrá Machado regresar a Venezuela.“El mensaje de María Corina es de esperanza y de paciencia, vamos paso a paso. Hemos cumplido con todos los pasos para retornar a la democracia”, puntualizó Navarro.",Milagros Palomares,Semana,Colombia,"Jan 04, 2026"
"“Viva Venezuela libre y en democracia”: multitudinaria concentración de venezolanos en la Plaza de Bolívar, en Bogotá",https://www.semana.com/nacion/bogota/articulo/viva-venezuela-libre-y-en-democracia-multitudinaria-concentracion-de-venezolanos-en-la-plaza-de-bolivar-en-bogota/202654/,"Una multitudinaria concentración de migrantes venezolanos, colombo-venezolanos y colombianos que se solidarizaron con el pueblo venezolano, se concentró en la tarde de este sábado en la Plaza Bolívar de Bogotá.Con la bandera tricolor de siete estrellas y gorras y afiches con mensajes alusivos a la libertad de Venezuela se observó gran cantidad de personas, provenientes del vecino país, quienes huyeron de la crisis económica y humanitaria que suma casi nueve millones de migrantes y refugiados venezolanos en el mundo. Colombia, por ser el país más cercano, alberga en su territorio casi tres millones de ellos y retornados colombianos, de los cuales más de 500.000 se han radicado en Bogotá.Sentimientos encontrados: alegría, nostalgia, temor y felicidad invaden a Diego Prieto, un migrante venezolano de 35 años, oriundo de Maracaibo, y quien emigró caminando en 2020 desde la frontera de La Guajira durante siete días hasta llegar a Bogotá, donde comenzó desde cero a reconstruir su vida.“Por muchos años me quería despertar con esta noticia de que cayó el régimen de Nicolás Maduro y gracias a Dios hoy es una realidad, también gracias a la impronta y resistencia de María Corina Machado, que ha luchado tanto por la libertad. Viva Venezuela libre y en democracia”, afirmó Prieto mientras se tomaba fotos con sus familiares en la Plaza de Bolívar de Bogotá.Ni la lluvia apaciguó los gritos y las expresiones de alegría de los migrantes venezolanos que, como Diego, ondeaban la bandera por una Venezuela en democracia.Los ojos se le inundan de lágrimas a Virginia Zambrano y la voz se le quiebra cuando intenta comprender la noticia de que habrá una transición en Venezuela y que se restablecerá la democracia en su país, del cual salió huyendo del hambre en el año 2018. Junto a sus hijos, María Virginia y Jorge Andrés agradecen que Colombia los haya recibido y les diera la oportunidad de tener un nuevo hogar. “Siento una emoción muy grande, tenemos la esperanza de regresar a Venezuela y de que mis hijos sigan creciendo allá”, contó Zambrano en medio de la multitud.El Gloria al Bravo Pueblo, el himno nacional de Venezuela, se escuchó con fuerza en la Plaza de Bolívar, en pleno centro de Bogotá.",Milagros Palomares,Semana,Colombia,"Jan 03, 2026"
